,_id,DLY_QTY,DLY_GAIN,DLY_AWD_QTY,DLY_AWD_GAIN,TYPE,DATE,HOUR
8799,"{'DATE': '20190527', 'HOUR': 9.0, 'TYPE': 'BID'}",691.978,0.0,691.978,39560.382260000006,BID,20190527,9.0
8800,"{'DATE': '20190404', 'HOUR': 15.0, 'TYPE': 'BID'}",612.096,0.0,612.096,36248.32512,BID,20190404,15.0
8801,"{'DATE': '20181218', 'HOUR': 11.0, 'TYPE': 'OFF'}",640.365,3248.0,640.365,45241.771049999996,OFF,20181218,11.0
8802,"{'DATE': '20191001', 'HOUR': 7.0, 'TYPE': 'OFF'}",285.133,11530.91,285.133,18533.645,OFF,20191001,7.0
8803,"{'DATE': '20181205', 'HOUR': 20.0, 'TYPE': 'OFF'}",542.654,4012.29,542.654,39071.088,OFF,20181205,20.0
8804,"{'DATE': '20190710', 'HOUR': 20.0, 'TYPE': 'BID'}",676.636,0.0,676.636,36660.13848,BID,20190710,20.0
8805,"{'DATE': '20190105', 'HOUR': 16.0, 'TYPE': 'OFF'}",759.31,0.0,759.31,47403.7233,OFF,20190105,16.0
8806,"{'DATE': '20190306', 'HOUR': 12.0, 'TYPE': 'BID'}",670.698,0.0,670.698,36298.17576,BID,20190306,12.0
8807,"{'DATE': '20190109', 'HOUR': 4.0, 'TYPE': 'BID'}",546.7579999999999,0.0,546.7579999999999,33352.238,BID,20190109,4.0
8808,"{'DATE': '20190831', 'HOUR': 17.0, 'TYPE': 'OFF'}",784.596,20089.8,784.596,37401.691320000005,OFF,20190831,17.0
8809,"{'DATE': '20190121', 'HOUR': 4.0, 'TYPE': 'OFF'}",246.686,10.0,246.686,13439.45328,OFF,20190121,4.0
8810,"{'DATE': '20190210', 'HOUR': 22.0, 'TYPE': 'OFF'}",686.369,41.0,686.369,43852.11541,OFF,20190210,22.0
8811,"{'DATE': '20181204', 'HOUR': 14.0, 'TYPE': 'OFF'}",611.316,3960.0,611.316,41160.57516,OFF,20181204,14.0
8812,"{'DATE': '20190627', 'HOUR': 15.0, 'TYPE': 'BID'}",822.4369999999999,0.0,822.4369999999999,59141.44467,BID,20190627,15.0
8813,"{'DATE': '20190225', 'HOUR': 3.0, 'TYPE': 'OFF'}",260.647,0.0,260.647,9643.939,OFF,20190225,3.0
8814,"{'DATE': '20191113', 'HOUR': 16.0, 'TYPE': 'BID'}",517.978,0.0,517.978,30192.937619999997,BID,20191113,16.0
8815,"{'DATE': '20190227', 'HOUR': 7.0, 'TYPE': 'OFF'}",587.447,0.0,587.447,33496.227940000004,OFF,20190227,7.0
8816,"{'DATE': '20190717', 'HOUR': 1.0, 'TYPE': 'OFF'}",630.557,18191.0,630.557,26968.92289,OFF,20190717,1.0
8817,"{'DATE': '20190801', 'HOUR': 10.0, 'TYPE': 'OFF'}",1163.1299999999999,23725.76,1163.1299999999999,59354.5239,OFF,20190801,10.0
8818,"{'DATE': '20190828', 'HOUR': 6.0, 'TYPE': 'OFF'}",810.681,20177.559999999998,810.681,42560.7525,OFF,20190828,6.0
8819,"{'DATE': '20190420', 'HOUR': 4.0, 'TYPE': 'BID'}",344.099,0.0,344.099,15811.34905,BID,20190420,4.0
8820,"{'DATE': '20190131', 'HOUR': 1.0, 'TYPE': 'OFF'}",836.155,21386.46,836.155,46135.75615,OFF,20190131,1.0
8821,"{'DATE': '20190318', 'HOUR': 14.0, 'TYPE': 'OFF'}",1371.693,28951.129999999997,1371.693,69819.1737,OFF,20190318,14.0
8822,"{'DATE': '20190113', 'HOUR': 20.0, 'TYPE': 'OFF'}",683.547,3052.0,683.547,55387.81341,OFF,20190113,20.0
8823,"{'DATE': '20190227', 'HOUR': 23.0, 'TYPE': 'OFF'}",700.714,16679.25,700.714,38903.64128,OFF,20190227,23.0
8824,"{'DATE': '20190411', 'HOUR': 5.0, 'TYPE': 'BID'}",329.17900000000003,0.0,329.17900000000003,15846.67706,BID,20190411,5.0
8825,"{'DATE': '20190619', 'HOUR': 10.0, 'TYPE': 'BID'}",740.866,0.0,740.866,45296.54724,BID,20190619,10.0
8826,"{'DATE': '20190807', 'HOUR': 8.0, 'TYPE': 'BID'}",485.856,0.0,485.856,23253.06816,BID,20190807,8.0
8827,"{'DATE': '20190116', 'HOUR': 20.0, 'TYPE': 'OFF'}",1094.961,12662.03,1094.961,85056.57048000001,OFF,20190116,20.0
8828,"{'DATE': '20190206', 'HOUR': 1.0, 'TYPE': 'OFF'}",574.3,9623.98,574.3,27342.423,OFF,20190206,1.0
8829,"{'DATE': '20190304', 'HOUR': 14.0, 'TYPE': 'BID'}",594.359,0.0,594.359,24963.078,BID,20190304,14.0
8830,"{'DATE': '20181215', 'HOUR': 19.0, 'TYPE': 'BID'}",782.886,0.0,782.886,56352.134280000006,BID,20181215,19.0
8831,"{'DATE': '20191127', 'HOUR': 17.0, 'TYPE': 'BID'}",463.903,0.0,463.903,27611.50656,BID,20191127,17.0
8832,"{'DATE': '20190427', 'HOUR': 9.0, 'TYPE': 'OFF'}",1615.135,21503.3,1615.135,82371.885,OFF,20190427,9.0
8833,"{'DATE': '20190315', 'HOUR': 5.0, 'TYPE': 'OFF'}",700.9,14524.25,700.9,32493.724,OFF,20190315,5.0
8834,"{'DATE': '20190228', 'HOUR': 10.0, 'TYPE': 'BID'}",714.1669999999999,0.0,714.1669999999999,47413.54713,BID,20190228,10.0
8835,"{'DATE': '20190909', 'HOUR': 12.0, 'TYPE': 'BID'}",526.507,0.0,526.507,24672.118019999998,BID,20190909,12.0
8836,"{'DATE': '20190408', 'HOUR': 13.0, 'TYPE': 'BID'}",497.17199999999997,0.0,497.17199999999997,25514.86704,BID,20190408,13.0
8837,"{'DATE': '20190917', 'HOUR': 13.0, 'TYPE': 'BID'}",477.34299999999996,0.0,477.34299999999996,21819.34853,BID,20190917,13.0
8838,"{'DATE': '20190401', 'HOUR': 19.0, 'TYPE': 'BID'}",761.345,0.0,761.345,57961.19484999999,BID,20190401,19.0
8839,"{'DATE': '20190222', 'HOUR': 8.0, 'TYPE': 'OFF'}",1473.13,18579.0,1473.13,95753.45,OFF,20190222,8.0
8840,"{'DATE': '20190915', 'HOUR': 22.0, 'TYPE': 'BID'}",331.94,0.0,331.94,19106.466399999998,BID,20190915,22.0
8841,"{'DATE': '20190123', 'HOUR': 23.0, 'TYPE': 'BID'}",690.531,0.0,690.531,47632.828380000006,BID,20190123,23.0
8842,"{'DATE': '20181210', 'HOUR': 16.0, 'TYPE': 'BID'}",892.064,0.0,892.064,56173.27008,BID,20181210,16.0
8843,"{'DATE': '20190824', 'HOUR': 21.0, 'TYPE': 'OFF'}",1237.051,21575.809999999998,1237.051,57874.747729999995,OFF,20190824,21.0
8844,"{'DATE': '20190922', 'HOUR': 9.0, 'TYPE': 'BID'}",340.403,0.0,340.403,14593.076609999998,BID,20190922,9.0
8845,"{'DATE': '20190224', 'HOUR': 16.0, 'TYPE': 'BID'}",296.074,0.0,296.074,10907.366160000001,BID,20190224,16.0
8846,"{'DATE': '20190525', 'HOUR': 21.0, 'TYPE': 'BID'}",576.677,0.0,576.677,33545.30109,BID,20190525,21.0
8847,"{'DATE': '20190315', 'HOUR': 2.0, 'TYPE': 'BID'}",538.818,0.0,538.818,26472.128340000003,BID,20190315,2.0
8848,"{'DATE': '20190906', 'HOUR': 11.0, 'TYPE': 'BID'}",548.111,0.0,548.111,33347.073240000005,BID,20190906,11.0
8849,"{'DATE': '20190310', 'HOUR': 17.0, 'TYPE': 'OFF'}",718.892,17006.760000000002,718.892,37783.261640000004,OFF,20190310,17.0
8850,"{'DATE': '20190202', 'HOUR': 24.0, 'TYPE': 'OFF'}",730.883,19515.74,565.807,28007.446500000002,OFF,20190202,24.0
8851,"{'DATE': '20190804', 'HOUR': 15.0, 'TYPE': 'BID'}",342.683,0.0,342.683,12285.18555,BID,20190804,15.0
8852,"{'DATE': '20190907', 'HOUR': 14.0, 'TYPE': 'OFF'}",447.893,11422.02,447.893,15698.649649999998,OFF,20190907,14.0
8853,"{'DATE': '20190320', 'HOUR': 2.0, 'TYPE': 'OFF'}",747.732,15733.55,747.732,37827.761880000005,OFF,20190320,2.0
8854,"{'DATE': '20190313', 'HOUR': 10.0, 'TYPE': 'OFF'}",1391.365,37578.0,1391.365,99190.41085000001,OFF,20190313,10.0
8855,"{'DATE': '20190628', 'HOUR': 12.0, 'TYPE': 'BID'}",755.736,0.0,755.736,43447.26264000001,BID,20190628,12.0
8856,"{'DATE': '20190323', 'HOUR': 4.0, 'TYPE': 'BID'}",442.867,0.0,442.867,20442.740719999998,BID,20190323,4.0
8857,"{'DATE': '20190204', 'HOUR': 24.0, 'TYPE': 'BID'}",520.701,0.0,520.701,30455.801489999998,BID,20190204,24.0
8858,"{'DATE': '20190709', 'HOUR': 10.0, 'TYPE': 'OFF'}",844.816,13795.86,844.816,49016.22432000001,OFF,20190709,10.0
8859,"{'DATE': '20190310', 'HOUR': 23.0, 'TYPE': 'BID'}",465.17600000000004,0.0,465.17600000000004,22398.224400000003,BID,20190310,23.0
8860,"{'DATE': '20181226', 'HOUR': 8.0, 'TYPE': 'BID'}",665.22,0.0,665.22,39234.675599999995,BID,20181226,8.0
8861,"{'DATE': '20190508', 'HOUR': 3.0, 'TYPE': 'OFF'}",639.675,17456.6,639.675,32862.96177,OFF,20190508,3.0
8862,"{'DATE': '20190714', 'HOUR': 3.0, 'TYPE': 'BID'}",374.519,0.0,374.519,14744.81303,BID,20190714,3.0
8863,"{'DATE': '20181216', 'HOUR': 15.0, 'TYPE': 'OFF'}",828.305,3139.88,828.305,53102.63355,OFF,20181216,15.0
8864,"{'DATE': '20181216', 'HOUR': 23.0, 'TYPE': 'OFF'}",604.257,16911.5,604.257,40962.582030000005,OFF,20181216,23.0
8865,"{'DATE': '20181210', 'HOUR': 11.0, 'TYPE': 'OFF'}",630.29,3960.0,630.29,40876.556800000006,OFF,20181210,11.0
8866,"{'DATE': '20190609', 'HOUR': 15.0, 'TYPE': 'OFF'}",966.486,10754.739999999998,966.486,27322.55922,OFF,20190609,15.0
8867,"{'DATE': '20190325', 'HOUR': 18.0, 'TYPE': 'BID'}",591.976,0.0,591.976,34293.16968,BID,20190325,18.0
8868,"{'DATE': '20190518', 'HOUR': 18.0, 'TYPE': 'BID'}",386.74,0.0,386.74,17059.1014,BID,20190518,18.0
8869,"{'DATE': '20190903', 'HOUR': 13.0, 'TYPE': 'BID'}",512.5319999999999,0.0,512.5319999999999,25134.56928,BID,20190903,13.0
8870,"{'DATE': '20191017', 'HOUR': 15.0, 'TYPE': 'OFF'}",779.401,19368.789999999997,779.401,37956.828700000005,OFF,20191017,15.0
8871,"{'DATE': '20181213', 'HOUR': 12.0, 'TYPE': 'OFF'}",632.2570000000001,2970.0,632.2570000000001,47718.759920000004,OFF,20181213,12.0
8872,"{'DATE': '20181205', 'HOUR': 14.0, 'TYPE': 'OFF'}",660.081,3983.24,660.081,44630.92218,OFF,20181205,14.0
8873,"{'DATE': '20190402', 'HOUR': 24.0, 'TYPE': 'OFF'}",1395.19,18535.9,1395.19,66955.1681,OFF,20190402,24.0
8874,"{'DATE': '20190321', 'HOUR': 11.0, 'TYPE': 'BID'}",672.305,0.0,672.305,30959.645249999994,BID,20190321,11.0
8875,"{'DATE': '20190213', 'HOUR': 7.0, 'TYPE': 'BID'}",525.763,0.0,525.763,29206.13465,BID,20190213,7.0
8876,"{'DATE': '20190706', 'HOUR': 5.0, 'TYPE': 'OFF'}",1251.8419999999999,27346.42,1251.8419999999999,51313.003580000004,OFF,20190706,5.0
8877,"{'DATE': '20190225', 'HOUR': 19.0, 'TYPE': 'OFF'}",1351.547,43168.9,1351.547,106339.71796000001,OFF,20190225,19.0
8878,"{'DATE': '20190207', 'HOUR': 2.0, 'TYPE': 'OFF'}",802.8,21719.39,802.8,44996.939999999995,OFF,20190207,2.0
8879,"{'DATE': '20191105', 'HOUR': 17.0, 'TYPE': 'OFF'}",1418.372,24678.75,1418.372,70948.73988,OFF,20191105,17.0
8880,"{'DATE': '20181210', 'HOUR': 15.0, 'TYPE': 'OFF'}",636.881,3960.0,636.881,39276.451270000005,OFF,20181210,15.0
8881,"{'DATE': '20191024', 'HOUR': 7.0, 'TYPE': 'BID'}",457.84299999999996,0.0,457.84299999999996,20259.55275,BID,20191024,7.0
8882,"{'DATE': '20181228', 'HOUR': 16.0, 'TYPE': 'OFF'}",732.644,2094.36,732.644,50288.684160000004,OFF,20181228,16.0
8883,"{'DATE': '20190107', 'HOUR': 9.0, 'TYPE': 'BID'}",762.635,0.0,762.635,58761.02675,BID,20190107,9.0
8884,"{'DATE': '20191115', 'HOUR': 17.0, 'TYPE': 'BID'}",415.008,0.0,415.008,24340.2192,BID,20191115,17.0
8885,"{'DATE': '20190825', 'HOUR': 19.0, 'TYPE': 'OFF'}",1118.8600000000001,21578.63,1118.8600000000001,45921.66,OFF,20190825,19.0
8886,"{'DATE': '20190922', 'HOUR': 12.0, 'TYPE': 'OFF'}",175.101,5376.9,175.101,8930.151,OFF,20190922,12.0
8887,"{'DATE': '20181204', 'HOUR': 6.0, 'TYPE': 'BID'}",647.186,0.0,647.186,37718.00008,BID,20181204,6.0
8888,"{'DATE': '20190215', 'HOUR': 15.0, 'TYPE': 'BID'}",596.041,0.0,596.041,26744.359669999998,BID,20190215,15.0
8889,"{'DATE': '20190812', 'HOUR': 14.0, 'TYPE': 'OFF'}",1120.162,18906.16,1120.162,52087.533,OFF,20190812,14.0
8890,"{'DATE': '20190906', 'HOUR': 24.0, 'TYPE': 'OFF'}",1191.485,23551.06,1191.485,49518.1166,OFF,20190906,24.0
8891,"{'DATE': '20190125', 'HOUR': 16.0, 'TYPE': 'BID'}",746.96,0.0,746.96,49418.8736,BID,20190125,16.0
8892,"{'DATE': '20190206', 'HOUR': 10.0, 'TYPE': 'BID'}",747.313,0.0,747.313,47147.977170000006,BID,20190206,10.0
8893,"{'DATE': '20191120', 'HOUR': 12.0, 'TYPE': 'BID'}",565.598,0.0,565.598,32357.86158,BID,20191120,12.0
8894,"{'DATE': '20190328', 'HOUR': 10.0, 'TYPE': 'OFF'}",945.9830000000001,21892.91,945.9830000000001,52085.82398,OFF,20190328,10.0
8895,"{'DATE': '20190215', 'HOUR': 2.0, 'TYPE': 'BID'}",379.698,0.0,379.698,17883.7758,BID,20190215,2.0
8896,"{'DATE': '20190318', 'HOUR': 24.0, 'TYPE': 'BID'}",395.48699999999997,0.0,395.48699999999997,21190.193459999995,BID,20190318,24.0
8897,"{'DATE': '20190521', 'HOUR': 24.0, 'TYPE': 'BID'}",382.866,0.0,382.866,17060.508960000003,BID,20190521,24.0
8898,"{'DATE': '20190223', 'HOUR': 21.0, 'TYPE': 'OFF'}",1404.947,37072.72,1404.947,88511.661,OFF,20190223,21.0
8899,"{'DATE': '20190215', 'HOUR': 23.0, 'TYPE': 'OFF'}",729.369,19784.58,729.369,39188.99637,OFF,20190215,23.0
8900,"{'DATE': '20190209', 'HOUR': 6.0, 'TYPE': 'BID'}",413.885,0.0,413.885,25180.7634,BID,20190209,6.0
8901,"{'DATE': '20190616', 'HOUR': 24.0, 'TYPE': 'OFF'}",1153.232,16334.279999999999,1153.232,47919.00314,OFF,20190616,24.0
8902,"{'DATE': '20190228', 'HOUR': 22.0, 'TYPE': 'OFF'}",1399.5140000000001,31009.83,1399.5140000000001,79380.43407999999,OFF,20190228,22.0
8903,"{'DATE': '20190216', 'HOUR': 22.0, 'TYPE': 'BID'}",452.85999999999996,0.0,452.85999999999996,29213.998600000003,BID,20190216,22.0
8904,"{'DATE': '20190113', 'HOUR': 1.0, 'TYPE': 'OFF'}",579.505,16121.8,579.505,36763.7972,OFF,20190113,1.0
8905,"{'DATE': '20190801', 'HOUR': 1.0, 'TYPE': 'BID'}",545.197,0.0,545.197,31670.493730000002,BID,20190801,1.0
8906,"{'DATE': '20190406', 'HOUR': 10.0, 'TYPE': 'BID'}",502.54200000000003,0.0,502.54200000000003,31454.10378,BID,20190406,10.0
8907,"{'DATE': '20190812', 'HOUR': 13.0, 'TYPE': 'OFF'}",1145.478,23519.46,1145.478,51546.51,OFF,20190812,13.0
8908,"{'DATE': '20181219', 'HOUR': 16.0, 'TYPE': 'BID'}",875.2760000000001,0.0,875.2760000000001,80324.07852,BID,20181219,16.0
8909,"{'DATE': '20181201', 'HOUR': 22.0, 'TYPE': 'OFF'}",396.615,3960.0,396.615,25835.5011,OFF,20181201,22.0
8910,"{'DATE': '20191006', 'HOUR': 5.0, 'TYPE': 'OFF'}",585.338,16332.92,585.338,22476.979199999998,OFF,20191006,5.0
8911,"{'DATE': '20190705', 'HOUR': 4.0, 'TYPE': 'BID'}",518.256,0.0,518.256,24140.36448,BID,20190705,4.0
8912,"{'DATE': '20181225', 'HOUR': 12.0, 'TYPE': 'BID'}",631.8050000000001,0.0,631.8050000000001,29871.740400000002,BID,20181225,12.0
8913,"{'DATE': '20191029', 'HOUR': 22.0, 'TYPE': 'BID'}",559.563,0.0,559.563,26103.61395,BID,20191029,22.0
8914,"{'DATE': '20190210', 'HOUR': 14.0, 'TYPE': 'BID'}",396.589,0.0,396.589,16363.26214,BID,20190210,14.0
8915,"{'DATE': '20190125', 'HOUR': 19.0, 'TYPE': 'OFF'}",1454.8509999999999,21699.399999999998,1454.8509999999999,106975.19403,OFF,20190125,19.0
8916,"{'DATE': '20190406', 'HOUR': 20.0, 'TYPE': 'OFF'}",1305.356,17068.5,1305.356,79248.16275999999,OFF,20190406,20.0
8917,"{'DATE': '20190821', 'HOUR': 17.0, 'TYPE': 'BID'}",471.782,0.0,471.782,20881.07132,BID,20190821,17.0
8918,"{'DATE': '20190125', 'HOUR': 10.0, 'TYPE': 'BID'}",851.493,0.0,851.493,75825.45165,BID,20190125,10.0
8919,"{'DATE': '20190201', 'HOUR': 22.0, 'TYPE': 'OFF'}",1375.683,16530.829999999998,1375.683,85760.07822,OFF,20190201,22.0
8920,"{'DATE': '20191207', 'HOUR': 14.0, 'TYPE': 'OFF'}",1190.246,43.0,1190.246,57405.56458,OFF,20191207,14.0
8921,"{'DATE': '20190516', 'HOUR': 18.0, 'TYPE': 'BID'}",560.536,0.0,560.536,30280.15472,BID,20190516,18.0
8922,"{'DATE': '20190701', 'HOUR': 23.0, 'TYPE': 'BID'}",626.934,0.0,626.934,38932.60140000001,BID,20190701,23.0
8923,"{'DATE': '20190317', 'HOUR': 24.0, 'TYPE': 'BID'}",365.287,0.0,365.287,16247.965759999997,BID,20190317,24.0
8924,"{'DATE': '20190124', 'HOUR': 5.0, 'TYPE': 'BID'}",527.033,0.0,527.033,33034.428439999996,BID,20190124,5.0
8925,"{'DATE': '20190918', 'HOUR': 20.0, 'TYPE': 'OFF'}",1342.036,37888.200000000004,1342.036,95928.73328,OFF,20190918,20.0
8926,"{'DATE': '20191202', 'HOUR': 8.0, 'TYPE': 'OFF'}",767.321,2300.4,767.321,43560.81317,OFF,20191202,8.0
8927,"{'DATE': '20190124', 'HOUR': 7.0, 'TYPE': 'BID'}",669.229,0.0,669.229,50125.252100000005,BID,20190124,7.0
8928,"{'DATE': '20190227', 'HOUR': 24.0, 'TYPE': 'OFF'}",700.914,16678.8,700.914,35816.7054,OFF,20190227,24.0
8929,"{'DATE': '20190514', 'HOUR': 10.0, 'TYPE': 'BID'}",681.568,0.0,681.568,39864.912319999996,BID,20190514,10.0
8930,"{'DATE': '20181202', 'HOUR': 15.0, 'TYPE': 'OFF'}",734.516,3960.0,734.516,46986.98852,OFF,20181202,15.0
8931,"{'DATE': '20190315', 'HOUR': 17.0, 'TYPE': 'OFF'}",1346.066,31757.61,1346.066,85730.94354,OFF,20190315,17.0
8932,"{'DATE': '20191201', 'HOUR': 13.0, 'TYPE': 'BID'}",360.323,0.0,360.323,17349.55245,BID,20191201,13.0
8933,"{'DATE': '20190902', 'HOUR': 20.0, 'TYPE': 'BID'}",535.811,0.0,535.811,39955.426269999996,BID,20190902,20.0
8934,"{'DATE': '20190129', 'HOUR': 4.0, 'TYPE': 'BID'}",491.84999999999997,0.0,491.84999999999997,27764.932500000003,BID,20190129,4.0
8935,"{'DATE': '20190316', 'HOUR': 12.0, 'TYPE': 'BID'}",447.609,0.0,447.609,17053.9029,BID,20190316,12.0
8936,"{'DATE': '20191125', 'HOUR': 5.0, 'TYPE': 'BID'}",125.53899999999999,0.0,125.53899999999999,4441.56982,BID,20191125,5.0
8937,"{'DATE': '20190819', 'HOUR': 14.0, 'TYPE': 'OFF'}",266.421,6468.64,266.421,10363.7769,OFF,20190819,14.0
8938,"{'DATE': '20190207', 'HOUR': 19.0, 'TYPE': 'OFF'}",1432.0,27619.4,1432.0,115791.51999999999,OFF,20190207,19.0
8939,"{'DATE': '20190124', 'HOUR': 19.0, 'TYPE': 'BID'}",891.8810000000001,0.0,891.8810000000001,91426.72131000001,BID,20190124,19.0
8940,"{'DATE': '20190714', 'HOUR': 6.0, 'TYPE': 'OFF'}",837.357,14820.17,837.357,30965.461859999996,OFF,20190714,6.0
8941,"{'DATE': '20190311', 'HOUR': 13.0, 'TYPE': 'OFF'}",1359.298,22375.57,1359.298,67512.74322,OFF,20190311,13.0
8942,"{'DATE': '20181204', 'HOUR': 7.0, 'TYPE': 'BID'}",781.346,0.0,781.346,54241.03932,BID,20181204,7.0
8943,"{'DATE': '20190830', 'HOUR': 11.0, 'TYPE': 'OFF'}",1107.719,26661.25,1107.719,66629.29785,OFF,20190830,11.0
8944,"{'DATE': '20190806', 'HOUR': 6.0, 'TYPE': 'OFF'}",519.8100000000001,13229.25,519.8100000000001,22105.70745,OFF,20190806,6.0
8945,"{'DATE': '20190124', 'HOUR': 23.0, 'TYPE': 'BID'}",689.028,0.0,689.028,50299.04400000001,BID,20190124,23.0
8946,"{'DATE': '20190527', 'HOUR': 16.0, 'TYPE': 'BID'}",539.859,0.0,539.859,27003.747180000002,BID,20190527,16.0
8947,"{'DATE': '20190515', 'HOUR': 21.0, 'TYPE': 'OFF'}",785.176,18549.64,785.176,49516.17768,OFF,20190515,21.0
8948,"{'DATE': '20190410', 'HOUR': 24.0, 'TYPE': 'BID'}",314.764,0.0,314.764,16890.23624,BID,20190410,24.0
8949,"{'DATE': '20191214', 'HOUR': 3.0, 'TYPE': 'BID'}",478.338,0.0,478.338,15727.753440000002,BID,20191214,3.0
8950,"{'DATE': '20190213', 'HOUR': 23.0, 'TYPE': 'BID'}",514.64,0.0,514.64,27610.436,BID,20190213,23.0
8951,"{'DATE': '20190927', 'HOUR': 1.0, 'TYPE': 'OFF'}",453.891,10800.55,453.891,21782.22909,OFF,20190927,1.0
8952,"{'DATE': '20190124', 'HOUR': 3.0, 'TYPE': 'OFF'}",631.19,12898.1,631.19,39790.2176,OFF,20190124,3.0
8953,"{'DATE': '20191002', 'HOUR': 10.0, 'TYPE': 'BID'}",399.803,0.0,399.803,32695.889339999998,BID,20191002,10.0
8954,"{'DATE': '20190110', 'HOUR': 19.0, 'TYPE': 'OFF'}",745.8779999999999,9165.0,745.8779999999999,63511.5117,OFF,20190110,19.0
8955,"{'DATE': '20190422', 'HOUR': 9.0, 'TYPE': 'OFF'}",1382.958,20488.1,1382.958,51888.584160000006,OFF,20190422,9.0
8956,"{'DATE': '20190128', 'HOUR': 20.0, 'TYPE': 'OFF'}",1361.042,16491.94,1361.042,95545.1484,OFF,20190128,20.0
8957,"{'DATE': '20190226', 'HOUR': 18.0, 'TYPE': 'OFF'}",979.327,29377.54,979.327,63763.98097,OFF,20190226,18.0
8958,"{'DATE': '20191030', 'HOUR': 23.0, 'TYPE': 'OFF'}",898.8040000000001,12264.0,898.8040000000001,39547.376000000004,OFF,20191030,23.0
8959,"{'DATE': '20190822', 'HOUR': 10.0, 'TYPE': 'BID'}",456.74600000000004,0.0,456.74600000000004,20549.00254,BID,20190822,10.0
8960,"{'DATE': '20190124', 'HOUR': 12.0, 'TYPE': 'OFF'}",1365.212,20462.600000000002,1365.212,138528.06164,OFF,20190124,12.0
8961,"{'DATE': '20190119', 'HOUR': 2.0, 'TYPE': 'OFF'}",865.031,23592.21,865.031,53986.584709999996,OFF,20190119,2.0
8962,"{'DATE': '20191121', 'HOUR': 10.0, 'TYPE': 'OFF'}",498.99,2923.0,498.99,33315.990399999995,OFF,20191121,10.0
8963,"{'DATE': '20190314', 'HOUR': 3.0, 'TYPE': 'BID'}",517.595,0.0,517.595,25367.33095,BID,20190314,3.0
8964,"{'DATE': '20190206', 'HOUR': 7.0, 'TYPE': 'BID'}",575.236,0.0,575.236,31126.019960000005,BID,20190206,7.0
8965,"{'DATE': '20190308', 'HOUR': 13.0, 'TYPE': 'OFF'}",1359.658,22567.25,1359.658,65317.97032,OFF,20190308,13.0
8966,"{'DATE': '20190627', 'HOUR': 10.0, 'TYPE': 'BID'}",795.2090000000001,0.0,795.2090000000001,57183.47919,BID,20190627,10.0
8967,"{'DATE': '20190426', 'HOUR': 10.0, 'TYPE': 'BID'}",522.875,0.0,522.875,30473.155000000002,BID,20190426,10.0
8968,"{'DATE': '20190521', 'HOUR': 16.0, 'TYPE': 'OFF'}",549.683,11928.0,549.683,28332.90129,OFF,20190521,16.0
8969,"{'DATE': '20190130', 'HOUR': 11.0, 'TYPE': 'OFF'}",1420.931,22290.34,1420.931,126016.82207,OFF,20190130,11.0
8970,"{'DATE': '20190108', 'HOUR': 13.0, 'TYPE': 'BID'}",788.159,0.0,788.159,55998.69695,BID,20190108,13.0
8971,"{'DATE': '20190609', 'HOUR': 4.0, 'TYPE': 'BID'}",362.44300000000004,1020.0,362.44300000000004,11923.849820000001,BID,20190609,4.0
8972,"{'DATE': '20191203', 'HOUR': 8.0, 'TYPE': 'OFF'}",741.122,2922.0,741.122,49862.68816,OFF,20191203,8.0
8973,"{'DATE': '20190315', 'HOUR': 6.0, 'TYPE': 'BID'}",411.916,0.0,411.916,20488.701839999998,BID,20190315,6.0
8974,"{'DATE': '20190124', 'HOUR': 23.0, 'TYPE': 'OFF'}",799.478,22270.809999999998,799.478,55910.77236,OFF,20190124,23.0
8975,"{'DATE': '20190923', 'HOUR': 1.0, 'TYPE': 'BID'}",371.575,0.0,371.575,15338.616,BID,20190923,1.0
8976,"{'DATE': '20190402', 'HOUR': 14.0, 'TYPE': 'OFF'}",1281.79,17401.89,1281.79,61696.9024,OFF,20190402,14.0
8977,"{'DATE': '20190722', 'HOUR': 17.0, 'TYPE': 'OFF'}",568.751,18577.81,568.751,33453.93382,OFF,20190722,17.0
8978,"{'DATE': '20190603', 'HOUR': 9.0, 'TYPE': 'OFF'}",456.80899999999997,9945.079999999998,456.80899999999997,26321.33458,OFF,20190603,9.0
8979,"{'DATE': '20190528', 'HOUR': 14.0, 'TYPE': 'BID'}",581.539,0.0,581.539,22633.497880000003,BID,20190528,14.0
8980,"{'DATE': '20190928', 'HOUR': 20.0, 'TYPE': 'BID'}",473.992,0.0,473.992,35573.0996,BID,20190928,20.0
8981,"{'DATE': '20190220', 'HOUR': 3.0, 'TYPE': 'BID'}",388.431,0.0,388.431,19002.04452,BID,20190220,3.0
8982,"{'DATE': '20190307', 'HOUR': 16.0, 'TYPE': 'BID'}",612.3199999999999,0.0,612.3199999999999,36800.43199999999,BID,20190307,16.0
8983,"{'DATE': '20190512', 'HOUR': 18.0, 'TYPE': 'BID'}",275.451,0.0,275.451,12207.98832,BID,20190512,18.0
8984,"{'DATE': '20190122', 'HOUR': 8.0, 'TYPE': 'BID'}",796.452,0.0,796.452,60426.81324,BID,20190122,8.0
8985,"{'DATE': '20190102', 'HOUR': 2.0, 'TYPE': 'BID'}",340.72299999999996,0.0,340.72299999999996,15628.964009999998,BID,20190102,2.0
8986,"{'DATE': '20190223', 'HOUR': 20.0, 'TYPE': 'BID'}",694.854,0.0,694.854,46826.21106,BID,20190223,20.0
