,_id,DLY_QTY,DLY_GAIN,DLY_AWD_QTY,DLY_AWD_GAIN,TYPE,DATE,HOUR
0,"{'DATE': '20191215', 'HOUR': 23.0, 'TYPE': 'OFF'}",855.909,8983.0,855.909,38087.9505,OFF,20191215,23.0
1,"{'DATE': '20191215', 'HOUR': 22.0, 'TYPE': 'OFF'}",708.989,43.0,708.989,33159.415530000006,OFF,20191215,22.0
2,"{'DATE': '20191215', 'HOUR': 21.0, 'TYPE': 'OFF'}",703.11,43.0,703.11,34276.6125,OFF,20191215,21.0
3,"{'DATE': '20191215', 'HOUR': 18.0, 'TYPE': 'OFF'}",798.538,3963.0,798.538,39495.68948,OFF,20191215,18.0
4,"{'DATE': '20191215', 'HOUR': 17.0, 'TYPE': 'OFF'}",815.141,3963.0,815.141,38393.1411,OFF,20191215,17.0
5,"{'DATE': '20191215', 'HOUR': 15.0, 'TYPE': 'OFF'}",729.199,43.0,729.199,29955.494919999997,OFF,20191215,15.0
6,"{'DATE': '20191215', 'HOUR': 12.0, 'TYPE': 'OFF'}",721.804,43.0,721.804,28944.3404,OFF,20191215,12.0
7,"{'DATE': '20191215', 'HOUR': 11.0, 'TYPE': 'OFF'}",794.57,2923.0,794.57,32084.736600000004,OFF,20191215,11.0
8,"{'DATE': '20191215', 'HOUR': 10.0, 'TYPE': 'OFF'}",798.753,2923.0,798.753,33587.56365,OFF,20191215,10.0
9,"{'DATE': '20191215', 'HOUR': 8.0, 'TYPE': 'OFF'}",744.054,43.0,744.054,28467.506039999997,OFF,20191215,8.0
10,"{'DATE': '20191215', 'HOUR': 6.0, 'TYPE': 'OFF'}",751.4060000000001,43.0,751.4060000000001,21760.71776,OFF,20191215,6.0
11,"{'DATE': '20191215', 'HOUR': 5.0, 'TYPE': 'OFF'}",593.62,43.0,593.62,17096.256,OFF,20191215,5.0
12,"{'DATE': '20191215', 'HOUR': 2.0, 'TYPE': 'OFF'}",882.743,8983.0,882.743,31116.690749999998,OFF,20191215,2.0
13,"{'DATE': '20191215', 'HOUR': 1.0, 'TYPE': 'OFF'}",874.451,8983.0,874.451,35196.65275,OFF,20191215,1.0
14,"{'DATE': '20191215', 'HOUR': 23.0, 'TYPE': 'BID'}",541.613,0.0,541.613,24155.939800000004,BID,20191215,23.0
15,"{'DATE': '20191215', 'HOUR': 22.0, 'TYPE': 'BID'}",584.3520000000001,0.0,584.3520000000001,28925.424000000003,BID,20191215,22.0
16,"{'DATE': '20191215', 'HOUR': 20.0, 'TYPE': 'BID'}",628.992,0.0,628.992,33084.9792,BID,20191215,20.0
17,"{'DATE': '20191215', 'HOUR': 19.0, 'TYPE': 'BID'}",621.093,0.0,621.093,32160.19554,BID,20191215,19.0
18,"{'DATE': '20191215', 'HOUR': 15.0, 'TYPE': 'BID'}",504.849,0.0,504.849,20739.19692,BID,20191215,15.0
19,"{'DATE': '20191215', 'HOUR': 14.0, 'TYPE': 'BID'}",510.18600000000004,0.0,510.18600000000004,20131.939560000003,BID,20191215,14.0
20,"{'DATE': '20191215', 'HOUR': 13.0, 'TYPE': 'BID'}",533.394,0.0,533.394,22434.551639999998,BID,20191215,13.0
21,"{'DATE': '20191215', 'HOUR': 12.0, 'TYPE': 'BID'}",535.731,0.0,535.731,21482.8131,BID,20191215,12.0
22,"{'DATE': '20191215', 'HOUR': 10.0, 'TYPE': 'BID'}",501.154,0.0,501.154,21073.5257,BID,20191215,10.0
23,"{'DATE': '20191215', 'HOUR': 6.0, 'TYPE': 'BID'}",415.904,0.0,415.904,12044.57984,BID,20191215,6.0
24,"{'DATE': '20191215', 'HOUR': 3.0, 'TYPE': 'BID'}",416.079,0.0,416.079,12482.369999999999,BID,20191215,3.0
25,"{'DATE': '20191214', 'HOUR': 24.0, 'TYPE': 'OFF'}",865.939,9163.0,865.939,37356.60846,OFF,20191214,24.0
26,"{'DATE': '20191214', 'HOUR': 19.0, 'TYPE': 'OFF'}",778.566,3963.0,778.566,40465.374039999995,OFF,20191214,19.0
27,"{'DATE': '20191214', 'HOUR': 18.0, 'TYPE': 'OFF'}",780.8,3963.0,780.8,41085.695999999996,OFF,20191214,18.0
28,"{'DATE': '20191214', 'HOUR': 17.0, 'TYPE': 'OFF'}",797.503,3963.0,797.503,37642.1416,OFF,20191214,17.0
29,"{'DATE': '20191214', 'HOUR': 16.0, 'TYPE': 'OFF'}",709.305,43.0,709.305,32209.540049999996,OFF,20191214,16.0
30,"{'DATE': '20191214', 'HOUR': 13.0, 'TYPE': 'OFF'}",700.087,43.0,700.087,30110.741869999998,OFF,20191214,13.0
31,"{'DATE': '20191214', 'HOUR': 12.0, 'TYPE': 'OFF'}",682.668,43.0,682.668,31297.188120000003,OFF,20191214,12.0
32,"{'DATE': '20191214', 'HOUR': 10.0, 'TYPE': 'OFF'}",745.146,2923.0,745.146,34640.37246,OFF,20191214,10.0
33,"{'DATE': '20191214', 'HOUR': 8.0, 'TYPE': 'OFF'}",725.682,1083.0,725.682,31690.53294,OFF,20191214,8.0
34,"{'DATE': '20191214', 'HOUR': 7.0, 'TYPE': 'OFF'}",723.072,43.0,723.072,28272.1152,OFF,20191214,7.0
35,"{'DATE': '20191214', 'HOUR': 5.0, 'TYPE': 'OFF'}",884.851,9163.0,834.2289999999999,25026.87,OFF,20191214,5.0
36,"{'DATE': '20191214', 'HOUR': 3.0, 'TYPE': 'OFF'}",879.954,9163.0,879.954,30094.4268,OFF,20191214,3.0
37,"{'DATE': '20191214', 'HOUR': 1.0, 'TYPE': 'OFF'}",864.388,9163.0,864.388,35353.4692,OFF,20191214,1.0
38,"{'DATE': '20191214', 'HOUR': 20.0, 'TYPE': 'BID'}",655.229,0.0,655.229,34766.45074,BID,20191214,20.0
39,"{'DATE': '20191214', 'HOUR': 19.0, 'TYPE': 'BID'}",655.29,0.0,655.29,34199.5851,BID,20191214,19.0
40,"{'DATE': '20191214', 'HOUR': 17.0, 'TYPE': 'BID'}",563.153,0.0,563.153,26580.8216,BID,20191214,17.0
41,"{'DATE': '20191214', 'HOUR': 16.0, 'TYPE': 'BID'}",536.519,0.0,536.519,24331.13665,BID,20191214,16.0
42,"{'DATE': '20191214', 'HOUR': 15.0, 'TYPE': 'BID'}",533.509,0.0,533.509,22770.164119999998,BID,20191214,15.0
43,"{'DATE': '20191214', 'HOUR': 13.0, 'TYPE': 'BID'}",571.4549999999999,0.0,571.4549999999999,23098.2111,BID,20191214,13.0
44,"{'DATE': '20191214', 'HOUR': 12.0, 'TYPE': 'BID'}",608.399,0.0,608.399,24865.26713,BID,20191214,12.0
45,"{'DATE': '20191214', 'HOUR': 11.0, 'TYPE': 'BID'}",627.077,0.0,627.077,26387.400159999997,BID,20191214,11.0
46,"{'DATE': '20191214', 'HOUR': 8.0, 'TYPE': 'BID'}",591.683,0.0,591.683,25838.79661,BID,20191214,8.0
47,"{'DATE': '20191214', 'HOUR': 7.0, 'TYPE': 'BID'}",533.464,0.0,533.464,20250.29344,BID,20191214,7.0
48,"{'DATE': '20191214', 'HOUR': 5.0, 'TYPE': 'BID'}",472.967,0.0,472.967,13734.961679999999,BID,20191214,5.0
49,"{'DATE': '20191214', 'HOUR': 4.0, 'TYPE': 'BID'}",475.069,0.0,475.069,14955.17212,BID,20191214,4.0
50,"{'DATE': '20191214', 'HOUR': 1.0, 'TYPE': 'BID'}",530.43,0.0,530.43,21073.9839,BID,20191214,1.0
51,"{'DATE': '20191213', 'HOUR': 23.0, 'TYPE': 'OFF'}",744.871,43.0,744.871,32327.4014,OFF,20191213,23.0
52,"{'DATE': '20191213', 'HOUR': 22.0, 'TYPE': 'OFF'}",683.383,43.0,683.383,30246.53158,OFF,20191213,22.0
53,"{'DATE': '20191213', 'HOUR': 21.0, 'TYPE': 'OFF'}",669.187,43.0,669.187,31572.24266,OFF,20191213,21.0
54,"{'DATE': '20191213', 'HOUR': 20.0, 'TYPE': 'OFF'}",757.405,3963.0,757.405,37870.25,OFF,20191213,20.0
55,"{'DATE': '20191213', 'HOUR': 19.0, 'TYPE': 'OFF'}",680.581,5063.0,680.581,36077.598809999996,OFF,20191213,19.0
56,"{'DATE': '20191213', 'HOUR': 17.0, 'TYPE': 'OFF'}",718.027,5063.0,718.027,40136.89527,OFF,20191213,17.0
57,"{'DATE': '20191213', 'HOUR': 16.0, 'TYPE': 'OFF'}",655.21,1143.0,655.21,34938.1548,OFF,20191213,16.0
58,"{'DATE': '20191213', 'HOUR': 15.0, 'TYPE': 'OFF'}",660.889,1143.0,660.889,35720.78758,OFF,20191213,15.0
59,"{'DATE': '20191213', 'HOUR': 14.0, 'TYPE': 'OFF'}",620.958,1143.0,620.958,34622.948000000004,OFF,20191213,14.0
60,"{'DATE': '20191213', 'HOUR': 11.0, 'TYPE': 'OFF'}",693.067,4023.0,693.067,41174.83021,OFF,20191213,11.0
61,"{'DATE': '20191213', 'HOUR': 10.0, 'TYPE': 'OFF'}",634.397,4023.0,634.397,38063.82,OFF,20191213,10.0
62,"{'DATE': '20191213', 'HOUR': 9.0, 'TYPE': 'OFF'}",585.442,5063.0,585.442,32784.752,OFF,20191213,9.0
63,"{'DATE': '20191213', 'HOUR': 5.0, 'TYPE': 'OFF'}",789.879,43.0,789.879,29130.737520000002,OFF,20191213,5.0
64,"{'DATE': '20191213', 'HOUR': 4.0, 'TYPE': 'OFF'}",791.299,43.0,791.299,29159.36815,OFF,20191213,4.0
65,"{'DATE': '20191213', 'HOUR': 3.0, 'TYPE': 'OFF'}",789.878,43.0,789.878,29130.700640000003,OFF,20191213,3.0
66,"{'DATE': '20191213', 'HOUR': 2.0, 'TYPE': 'OFF'}",786.055,43.0,786.055,31434.339450000003,OFF,20191213,2.0
67,"{'DATE': '20191213', 'HOUR': 1.0, 'TYPE': 'OFF'}",776.654,43.0,776.654,32852.464199999995,OFF,20191213,1.0
68,"{'DATE': '20191213', 'HOUR': 23.0, 'TYPE': 'BID'}",620.519,0.0,620.519,26930.5246,BID,20191213,23.0
69,"{'DATE': '20191213', 'HOUR': 21.0, 'TYPE': 'BID'}",736.278,0.0,736.278,34737.59604,BID,20191213,21.0
70,"{'DATE': '20191213', 'HOUR': 20.0, 'TYPE': 'BID'}",782.944,0.0,782.944,39342.936,BID,20191213,20.0
71,"{'DATE': '20191213', 'HOUR': 18.0, 'TYPE': 'BID'}",789.802,0.0,789.802,46290.29522,BID,20191213,18.0
72,"{'DATE': '20191213', 'HOUR': 17.0, 'TYPE': 'BID'}",739.473,0.0,739.473,40952.01474,BID,20191213,17.0
73,"{'DATE': '20191213', 'HOUR': 15.0, 'TYPE': 'BID'}",717.578,0.0,717.578,37048.55214,BID,20191213,15.0
74,"{'DATE': '20191213', 'HOUR': 13.0, 'TYPE': 'BID'}",737.0790000000001,0.0,737.0790000000001,37819.52349,BID,20191213,13.0
75,"{'DATE': '20191213', 'HOUR': 11.0, 'TYPE': 'BID'}",776.505,0.0,776.505,43367.80425,BID,20191213,11.0
76,"{'DATE': '20191213', 'HOUR': 10.0, 'TYPE': 'BID'}",781.978,0.0,781.978,45511.1196,BID,20191213,10.0
77,"{'DATE': '20191213', 'HOUR': 9.0, 'TYPE': 'BID'}",753.551,0.0,753.551,42198.856,BID,20191213,9.0
78,"{'DATE': '20191213', 'HOUR': 8.0, 'TYPE': 'BID'}",714.9780000000001,0.0,714.9780000000001,36063.49032,BID,20191213,8.0
79,"{'DATE': '20191213', 'HOUR': 7.0, 'TYPE': 'BID'}",606.514,0.0,606.514,28208.96614,BID,20191213,7.0
80,"{'DATE': '20191213', 'HOUR': 6.0, 'TYPE': 'BID'}",510.967,0.0,510.967,20770.808549999998,BID,20191213,6.0
81,"{'DATE': '20191213', 'HOUR': 5.0, 'TYPE': 'BID'}",485.739,0.0,485.739,17413.74315,BID,20191213,5.0
82,"{'DATE': '20191213', 'HOUR': 4.0, 'TYPE': 'BID'}",479.61600000000004,0.0,479.61600000000004,17573.13024,BID,20191213,4.0
83,"{'DATE': '20191213', 'HOUR': 3.0, 'TYPE': 'BID'}",485.077,0.0,485.077,17889.639760000002,BID,20191213,3.0
84,"{'DATE': '20191213', 'HOUR': 1.0, 'TYPE': 'BID'}",531.307,0.0,531.307,22474.286099999998,BID,20191213,1.0
85,"{'DATE': '20191212', 'HOUR': 24.0, 'TYPE': 'OFF'}",395.8,43.0,395.8,17431.032,OFF,20191212,24.0
86,"{'DATE': '20191212', 'HOUR': 23.0, 'TYPE': 'OFF'}",375.545,43.0,375.545,17447.8207,OFF,20191212,23.0
87,"{'DATE': '20191212', 'HOUR': 22.0, 'TYPE': 'OFF'}",356.137,43.0,356.137,17101.69874,OFF,20191212,22.0
88,"{'DATE': '20191212', 'HOUR': 21.0, 'TYPE': 'OFF'}",340.675,43.0,340.675,17456.187,OFF,20191212,21.0
89,"{'DATE': '20191212', 'HOUR': 17.0, 'TYPE': 'OFF'}",376.808,3963.0,376.808,23184.99624,OFF,20191212,17.0
90,"{'DATE': '20191212', 'HOUR': 16.0, 'TYPE': 'OFF'}",357.063,2923.0,357.063,20709.654,OFF,20191212,16.0
91,"{'DATE': '20191212', 'HOUR': 14.0, 'TYPE': 'OFF'}",312.526,43.0,312.526,16802.85244,OFF,20191212,14.0
92,"{'DATE': '20191212', 'HOUR': 13.0, 'TYPE': 'OFF'}",316.34,43.0,316.34,16766.02,OFF,20191212,13.0
93,"{'DATE': '20191212', 'HOUR': 12.0, 'TYPE': 'OFF'}",287.747,43.0,287.747,16395.82406,OFF,20191212,12.0
94,"{'DATE': '20191212', 'HOUR': 11.0, 'TYPE': 'OFF'}",355.567,2923.0,355.567,20829.114859999998,OFF,20191212,11.0
95,"{'DATE': '20191212', 'HOUR': 8.0, 'TYPE': 'OFF'}",429.277,3963.0,429.277,24743.526280000002,OFF,20191212,8.0
96,"{'DATE': '20191212', 'HOUR': 5.0, 'TYPE': 'OFF'}",423.922,43.0,423.922,18296.47352,OFF,20191212,5.0
97,"{'DATE': '20191212', 'HOUR': 4.0, 'TYPE': 'OFF'}",425.00100000000003,43.0,425.00100000000003,18347.29317,OFF,20191212,4.0
98,"{'DATE': '20191212', 'HOUR': 3.0, 'TYPE': 'OFF'}",423.569,43.0,423.569,18476.079779999996,OFF,20191212,3.0
99,"{'DATE': '20191212', 'HOUR': 2.0, 'TYPE': 'OFF'}",419.294,43.0,419.294,18683.74064,OFF,20191212,2.0
100,"{'DATE': '20191212', 'HOUR': 1.0, 'TYPE': 'OFF'}",410.521,43.0,410.521,18855.22953,OFF,20191212,1.0
101,"{'DATE': '20191212', 'HOUR': 24.0, 'TYPE': 'BID'}",580.6189999999999,0.0,580.6189999999999,25570.460759999998,BID,20191212,24.0
102,"{'DATE': '20191212', 'HOUR': 21.0, 'TYPE': 'BID'}",750.2389999999999,0.0,750.2389999999999,40167.79606,BID,20191212,21.0
103,"{'DATE': '20191212', 'HOUR': 20.0, 'TYPE': 'BID'}",795.6289999999999,0.0,795.6289999999999,46035.09393999999,BID,20191212,20.0
104,"{'DATE': '20191212', 'HOUR': 19.0, 'TYPE': 'BID'}",796.756,0.0,796.756,48418.86212,BID,20191212,19.0
105,"{'DATE': '20191212', 'HOUR': 18.0, 'TYPE': 'BID'}",807.029,0.0,807.029,55103.94012,BID,20191212,18.0
106,"{'DATE': '20191212', 'HOUR': 17.0, 'TYPE': 'BID'}",757.364,0.0,757.364,46540.0178,BID,20191212,17.0
107,"{'DATE': '20191212', 'HOUR': 16.0, 'TYPE': 'BID'}",736.711,0.0,736.711,42456.65493,BID,20191212,16.0
108,"{'DATE': '20191212', 'HOUR': 14.0, 'TYPE': 'BID'}",718.585,0.0,718.585,36920.8973,BID,20191212,14.0
109,"{'DATE': '20191212', 'HOUR': 12.0, 'TYPE': 'BID'}",763.433,0.0,763.433,42378.16582999999,BID,20191212,12.0
110,"{'DATE': '20191212', 'HOUR': 10.0, 'TYPE': 'BID'}",774.011,0.0,774.011,47617.15672,BID,20191212,10.0
111,"{'DATE': '20191212', 'HOUR': 9.0, 'TYPE': 'BID'}",748.4300000000001,0.0,748.4300000000001,47031.34120000001,BID,20191212,9.0
112,"{'DATE': '20191212', 'HOUR': 5.0, 'TYPE': 'BID'}",483.683,0.0,483.683,20227.62306,BID,20191212,5.0
113,"{'DATE': '20191211', 'HOUR': 24.0, 'TYPE': 'OFF'}",394.80899999999997,43.0,394.80899999999997,18248.07198,OFF,20191211,24.0
114,"{'DATE': '20191211', 'HOUR': 23.0, 'TYPE': 'OFF'}",375.605,43.0,375.605,18029.04,OFF,20191211,23.0
115,"{'DATE': '20191211', 'HOUR': 22.0, 'TYPE': 'OFF'}",356.674,43.0,356.674,18782.452839999998,OFF,20191211,22.0
116,"{'DATE': '20191211', 'HOUR': 21.0, 'TYPE': 'OFF'}",341.414,43.0,341.414,19802.012,OFF,20191211,21.0
117,"{'DATE': '20191211', 'HOUR': 19.0, 'TYPE': 'OFF'}",395.001,3963.0,395.001,24964.0632,OFF,20191211,19.0
118,"{'DATE': '20191211', 'HOUR': 18.0, 'TYPE': 'OFF'}",376.91,3963.0,376.91,26315.8562,OFF,20191211,18.0
119,"{'DATE': '20191211', 'HOUR': 17.0, 'TYPE': 'OFF'}",278.403,43.0,278.403,17280.47421,OFF,20191211,17.0
120,"{'DATE': '20191211', 'HOUR': 16.0, 'TYPE': 'OFF'}",286.39,43.0,286.39,16226.857399999999,OFF,20191211,16.0
121,"{'DATE': '20191211', 'HOUR': 12.0, 'TYPE': 'OFF'}",288.22,43.0,288.22,15992.698,OFF,20191211,12.0
122,"{'DATE': '20191211', 'HOUR': 11.0, 'TYPE': 'OFF'}",357.384,2923.0,357.384,19917.504,OFF,20191211,11.0
123,"{'DATE': '20191211', 'HOUR': 10.0, 'TYPE': 'OFF'}",381.977,3963.0,381.977,21744.06164,OFF,20191211,10.0
124,"{'DATE': '20191211', 'HOUR': 9.0, 'TYPE': 'OFF'}",389.458,3963.0,389.458,23367.48,OFF,20191211,9.0
125,"{'DATE': '20191211', 'HOUR': 7.0, 'TYPE': 'OFF'}",379.502,43.0,379.502,18393.997040000002,OFF,20191211,7.0
126,"{'DATE': '20191211', 'HOUR': 6.0, 'TYPE': 'OFF'}",411.973,43.0,411.973,16870.294350000004,OFF,20191211,6.0
127,"{'DATE': '20191211', 'HOUR': 4.0, 'TYPE': 'OFF'}",425.139,43.0,425.139,13965.81615,OFF,20191211,4.0
128,"{'DATE': '20191211', 'HOUR': 3.0, 'TYPE': 'OFF'}",423.429,43.0,423.429,14434.69461,OFF,20191211,3.0
129,"{'DATE': '20191211', 'HOUR': 2.0, 'TYPE': 'OFF'}",419.476,43.0,419.476,15289.900200000002,OFF,20191211,2.0
130,"{'DATE': '20191211', 'HOUR': 24.0, 'TYPE': 'BID'}",583.6370000000001,0.0,583.6370000000001,26975.70214,BID,20191211,24.0
131,"{'DATE': '20191211', 'HOUR': 22.0, 'TYPE': 'BID'}",705.347,0.0,705.347,38730.60377,BID,20191211,22.0
132,"{'DATE': '20191211', 'HOUR': 21.0, 'TYPE': 'BID'}",754.824,0.0,754.824,45085.63752,BID,20191211,21.0
133,"{'DATE': '20191211', 'HOUR': 16.0, 'TYPE': 'BID'}",744.864,0.0,744.864,42203.99424,BID,20191211,16.0
134,"{'DATE': '20191211', 'HOUR': 15.0, 'TYPE': 'BID'}",737.796,0.0,737.796,39516.353760000005,BID,20191211,15.0
135,"{'DATE': '20191211', 'HOUR': 14.0, 'TYPE': 'BID'}",736.0129999999999,0.0,736.0129999999999,38015.071449999996,BID,20191211,14.0
136,"{'DATE': '20191211', 'HOUR': 10.0, 'TYPE': 'BID'}",789.0060000000001,0.0,789.0060000000001,44286.906780000005,BID,20191211,10.0
137,"{'DATE': '20191211', 'HOUR': 6.0, 'TYPE': 'BID'}",512.24,0.0,512.24,20976.228,BID,20191211,6.0
138,"{'DATE': '20191211', 'HOUR': 3.0, 'TYPE': 'BID'}",485.037,0.0,485.037,16534.911330000003,BID,20191211,3.0
139,"{'DATE': '20191211', 'HOUR': 2.0, 'TYPE': 'BID'}",497.588,0.0,497.588,18137.0826,BID,20191211,2.0
140,"{'DATE': '20191210', 'HOUR': 24.0, 'TYPE': 'OFF'}",859.446,43.0,859.446,34472.37906,OFF,20191210,24.0
141,"{'DATE': '20191210', 'HOUR': 23.0, 'TYPE': 'OFF'}",859.446,43.0,859.446,37334.33424,OFF,20191210,23.0
142,"{'DATE': '20191210', 'HOUR': 22.0, 'TYPE': 'OFF'}",861.246,43.0,861.246,39617.316,OFF,20191210,22.0
143,"{'DATE': '20191210', 'HOUR': 21.0, 'TYPE': 'OFF'}",863.646,43.0,863.646,43199.572920000006,OFF,20191210,21.0
144,"{'DATE': '20191210', 'HOUR': 20.0, 'TYPE': 'OFF'}",961.646,3963.0,961.646,51111.484899999996,OFF,20191210,20.0
145,"{'DATE': '20191210', 'HOUR': 19.0, 'TYPE': 'OFF'}",961.546,3963.0,961.546,51423.48008,OFF,20191210,19.0
146,"{'DATE': '20191210', 'HOUR': 16.0, 'TYPE': 'OFF'}",808.046,43.0,808.046,40531.58736,OFF,20191210,16.0
147,"{'DATE': '20191210', 'HOUR': 14.0, 'TYPE': 'OFF'}",863.146,43.0,863.146,40559.230540000004,OFF,20191210,14.0
148,"{'DATE': '20191210', 'HOUR': 11.0, 'TYPE': 'OFF'}",936.142,2923.0,936.142,47743.242,OFF,20191210,11.0
149,"{'DATE': '20191210', 'HOUR': 9.0, 'TYPE': 'OFF'}",962.942,3963.0,962.942,54290.66996,OFF,20191210,9.0
150,"{'DATE': '20191210', 'HOUR': 5.0, 'TYPE': 'OFF'}",859.443,43.0,859.443,30467.254350000003,OFF,20191210,5.0
151,"{'DATE': '20191210', 'HOUR': 4.0, 'TYPE': 'OFF'}",859.443,43.0,859.443,30432.876629999995,OFF,20191210,4.0
152,"{'DATE': '20191210', 'HOUR': 3.0, 'TYPE': 'OFF'}",859.443,43.0,859.443,31799.391,OFF,20191210,3.0
153,"{'DATE': '20191210', 'HOUR': 2.0, 'TYPE': 'OFF'}",859.443,43.0,859.443,33947.9985,OFF,20191210,2.0
154,"{'DATE': '20191210', 'HOUR': 1.0, 'TYPE': 'OFF'}",859.443,43.0,859.443,36672.43281,OFF,20191210,1.0
155,"{'DATE': '20191210', 'HOUR': 24.0, 'TYPE': 'BID'}",580.3480000000001,0.0,580.3480000000001,23277.758280000002,BID,20191210,24.0
156,"{'DATE': '20191210', 'HOUR': 23.0, 'TYPE': 'BID'}",632.929,0.0,632.929,29424.869210000004,BID,20191210,23.0
157,"{'DATE': '20191210', 'HOUR': 21.0, 'TYPE': 'BID'}",751.351,0.0,751.351,40828.41334,BID,20191210,21.0
158,"{'DATE': '20191210', 'HOUR': 20.0, 'TYPE': 'BID'}",794.568,0.0,794.568,47149.665120000005,BID,20191210,20.0
159,"{'DATE': '20191210', 'HOUR': 19.0, 'TYPE': 'BID'}",795.183,0.0,795.183,47265.67752,BID,20191210,19.0
160,"{'DATE': '20191210', 'HOUR': 18.0, 'TYPE': 'BID'}",807.2139999999999,0.0,807.2139999999999,47665.986699999994,BID,20191210,18.0
161,"{'DATE': '20191210', 'HOUR': 17.0, 'TYPE': 'BID'}",759.629,0.0,759.629,43579.91573,BID,20191210,17.0
162,"{'DATE': '20191210', 'HOUR': 16.0, 'TYPE': 'BID'}",739.9960000000001,0.0,739.9960000000001,37673.19636,BID,20191210,16.0
163,"{'DATE': '20191210', 'HOUR': 12.0, 'TYPE': 'BID'}",773.464,0.0,773.464,39817.926719999996,BID,20191210,12.0
164,"{'DATE': '20191210', 'HOUR': 9.0, 'TYPE': 'BID'}",757.596,0.0,757.596,43849.656480000005,BID,20191210,9.0
165,"{'DATE': '20191210', 'HOUR': 8.0, 'TYPE': 'BID'}",710.958,0.0,710.958,39280.4295,BID,20191210,8.0
166,"{'DATE': '20191210', 'HOUR': 7.0, 'TYPE': 'BID'}",607.87,0.0,607.87,28278.1124,BID,20191210,7.0
167,"{'DATE': '20191210', 'HOUR': 4.0, 'TYPE': 'BID'}",475.125,0.0,475.125,16824.17625,BID,20191210,4.0
168,"{'DATE': '20191210', 'HOUR': 3.0, 'TYPE': 'BID'}",479.816,0.0,479.816,17244.58704,BID,20191210,3.0
169,"{'DATE': '20191210', 'HOUR': 2.0, 'TYPE': 'BID'}",492.705,0.0,492.705,18900.1638,BID,20191210,2.0
170,"{'DATE': '20191210', 'HOUR': 1.0, 'TYPE': 'BID'}",520.414,0.0,520.414,21591.976860000002,BID,20191210,1.0
171,"{'DATE': '20191209', 'HOUR': 24.0, 'TYPE': 'OFF'}",861.246,43.0,861.246,37662.28758,OFF,20191209,24.0
172,"{'DATE': '20191209', 'HOUR': 23.0, 'TYPE': 'OFF'}",861.246,43.0,861.246,40711.09842,OFF,20191209,23.0
173,"{'DATE': '20191209', 'HOUR': 21.0, 'TYPE': 'OFF'}",963.446,3963.0,963.446,48336.08582,OFF,20191209,21.0
174,"{'DATE': '20191209', 'HOUR': 20.0, 'TYPE': 'OFF'}",963.446,3963.0,963.446,50156.99876,OFF,20191209,20.0
175,"{'DATE': '20191209', 'HOUR': 19.0, 'TYPE': 'OFF'}",963.346,3963.0,963.346,50768.334200000005,OFF,20191209,19.0
176,"{'DATE': '20191209', 'HOUR': 18.0, 'TYPE': 'OFF'}",966.046,3963.0,966.046,54195.18060000001,OFF,20191209,18.0
177,"{'DATE': '20191209', 'HOUR': 17.0, 'TYPE': 'OFF'}",866.846,43.0,866.846,46081.53336,OFF,20191209,17.0
178,"{'DATE': '20191209', 'HOUR': 16.0, 'TYPE': 'OFF'}",866.7460000000001,43.0,866.7460000000001,45122.796760000005,OFF,20191209,16.0
179,"{'DATE': '20191209', 'HOUR': 15.0, 'TYPE': 'OFF'}",866.7460000000001,43.0,866.7460000000001,43371.96984,OFF,20191209,15.0
180,"{'DATE': '20191209', 'HOUR': 14.0, 'TYPE': 'OFF'}",866.846,43.0,866.846,42822.1924,OFF,20191209,14.0
181,"{'DATE': '20191209', 'HOUR': 12.0, 'TYPE': 'OFF'}",936.544,2923.0,936.544,46892.75808,OFF,20191209,12.0
182,"{'DATE': '20191209', 'HOUR': 10.0, 'TYPE': 'OFF'}",963.342,3963.0,963.342,50151.584520000004,OFF,20191209,10.0
183,"{'DATE': '20191209', 'HOUR': 7.0, 'TYPE': 'OFF'}",866.843,43.0,866.843,42206.58567,OFF,20191209,7.0
184,"{'DATE': '20191209', 'HOUR': 6.0, 'TYPE': 'OFF'}",861.343,43.0,861.343,33506.2427,OFF,20191209,6.0
185,"{'DATE': '20191209', 'HOUR': 5.0, 'TYPE': 'OFF'}",861.243,43.0,861.243,25845.902430000002,OFF,20191209,5.0
186,"{'DATE': '20191209', 'HOUR': 2.0, 'TYPE': 'OFF'}",861.243,43.0,861.243,32021.014740000002,OFF,20191209,2.0
187,"{'DATE': '20191209', 'HOUR': 1.0, 'TYPE': 'OFF'}",861.243,43.0,861.243,34404.090840000004,OFF,20191209,1.0
188,"{'DATE': '20191209', 'HOUR': 23.0, 'TYPE': 'BID'}",622.471,0.0,622.471,30370.36009,BID,20191209,23.0
189,"{'DATE': '20191209', 'HOUR': 22.0, 'TYPE': 'BID'}",698.756,0.0,698.756,36062.79716,BID,20191209,22.0
190,"{'DATE': '20191209', 'HOUR': 21.0, 'TYPE': 'BID'}",742.427,0.0,742.427,39274.388300000006,BID,20191209,21.0
191,"{'DATE': '20191209', 'HOUR': 17.0, 'TYPE': 'BID'}",746.98,0.0,746.98,40277.1616,BID,20191209,17.0
192,"{'DATE': '20191209', 'HOUR': 16.0, 'TYPE': 'BID'}",728.41,0.0,728.41,38642.150499999996,BID,20191209,16.0
193,"{'DATE': '20191209', 'HOUR': 15.0, 'TYPE': 'BID'}",717.53,0.0,717.53,35811.9223,BID,20191209,15.0
