,val_loss,val_mae,val_mape,loss,mae,mape
0,0.04893539160016983,0.18871165812015533,62.477684020996094,0.1190363304920769,0.29264992475509644,240314.84375
1,0.0491589509423763,0.1936391443014145,60.074928283691406,0.053496378663251375,0.18602581322193146,465189.96875
2,0.038051762987696934,0.16799144446849823,55.133880615234375,0.04047054457662457,0.161619171500206,434288.75
3,0.03425485362845754,0.15903036296367645,51.25395965576172,0.03774559213735397,0.15678858757019043,419505.78125
4,0.029596515945971957,0.14731194078922272,47.09196472167969,0.034809189669452456,0.1501879096031189,399409.78125
5,0.02482319510881863,0.13448776304721832,42.90238952636719,0.0316272672001491,0.14230994880199432,378975.90625
6,0.020462417590712743,0.12199115008115768,38.8649787902832,0.028292616005951354,0.13418793678283691,337177.46875
7,0.016036261967013753,0.10780500620603561,35.24945068359375,0.025478312074833157,0.12615449726581573,310140.09375
8,0.013464607653163728,0.09859203547239304,32.84660339355469,0.023259438686123648,0.11860768496990204,267096.71875
9,0.012021876930717438,0.09289269894361496,31.464923858642578,0.021172276178392676,0.11222106218338013,224252.578125
10,0.011165110837845575,0.08931118249893188,30.532703399658203,0.019888754659630917,0.10751928389072418,208741.5625
11,0.010877923581690069,0.08844175189733505,29.644960403442383,0.018475340601783578,0.10263694077730179,198222.390625
12,0.010313061139886342,0.0857553631067276,28.903396606445312,0.017695198765616624,0.10011552274227142,189486.171875
13,0.010103260166943073,0.08495727926492691,28.269805908203125,0.01669528371543912,0.09647857397794724,182030.90625
14,0.0099191227779975,0.08424962311983109,27.73441505432129,0.016164863113654424,0.09469174593687057,161128.609375
15,0.009693976225597518,0.08315438032150269,27.219011306762695,0.015596115101499821,0.09336747974157333,168453.640625
16,0.010132427726473128,0.08617621660232544,26.590810775756836,0.014836081264903935,0.09120015799999237,164516.03125
17,0.009656859887024713,0.08378330618143082,25.463138580322266,0.014857134941233497,0.0912647619843483,166428.15625
18,0.009349271048983884,0.08205834031105042,24.7763614654541,0.014626519518839589,0.09090834110975266,170818.421875
19,0.009432586663890453,0.08280191570520401,24.242630004882812,0.014472506269507648,0.09069868177175522,165651.828125
20,0.00929130395016973,0.08216002583503723,23.777881622314453,0.014532307313442596,0.09080401062965393,171234.359375
21,0.009118923326096838,0.08110399544239044,23.436798095703125,0.01448854354767975,0.09027498215436935,172595.546875
22,0.00921827121563847,0.0820336863398552,22.89609146118164,0.014226279365048727,0.08974304795265198,192479.578125
23,0.008889289203262518,0.07977136969566345,22.46371841430664,0.014202896278163502,0.08990368247032166,181810.046875
24,0.008874360398049392,0.07997476309537888,22.01767921447754,0.014085842558217081,0.08962445706129074,185030.65625
25,0.008571270247182202,0.07769763469696045,21.839242935180664,0.0138546135892779,0.08880672603845596,177707.125
26,0.008537695610097476,0.07745663821697235,21.776060104370117,0.013771720687982004,0.08885257691144943,184141.015625
27,0.008513127335362018,0.0775887668132782,21.637422561645508,0.013674112690528817,0.08794978260993958,166840.109375
28,0.008581509237133321,0.07847748696804047,21.690162658691406,0.013958495311022293,0.08920492976903915,191579.25
29,0.008239157808323702,0.07570042461156845,21.23798179626465,0.01347904214711725,0.0881391316652298,181574.03125
30,0.008177515119314194,0.07548221200704575,21.003435134887695,0.013362731417389473,0.08759965747594833,186017.796875
31,0.008053366863538348,0.0744771733880043,20.560340881347656,0.0133424632157241,0.08726184815168381,178122.875
32,0.007956615043064904,0.07398269325494766,20.835527420043945,0.013339539358994604,0.0871114432811737,182043.1875
33,0.008042222628044703,0.07495569437742233,19.740800857543945,0.013141281782086598,0.08668152987957001,203905.65625
34,0.00794665039413505,0.07427086681127548,19.336729049682617,0.013146006148359339,0.08639267086982727,157627.140625
35,0.007793880703430327,0.07323514670133591,19.780439376831055,0.013206284847059687,0.08671640604734421,180613.34375
36,0.007575709284061477,0.07112704962491989,19.599794387817383,0.012776939306372592,0.085761159658432,177759.015625
37,0.007647303080866261,0.07278042286634445,19.370731353759766,0.012879004740088894,0.08573883771896362,173614.90625
38,0.007580463138837663,0.07224141061306,19.261234283447266,0.012934641551104404,0.08596239984035492,171046.953125
39,0.007542834580240268,0.07228031009435654,18.538375854492188,0.01262525807669714,0.08452967554330826,183988.515625
40,0.007464864365165196,0.07168973982334137,18.388383865356445,0.012495865647034341,0.08470606058835983,187359.171875
41,0.007219875393997109,0.06906888633966446,18.15822410583496,0.01254974450473896,0.08450563251972198,179066.859375
42,0.007548695311896385,0.07322441786527634,18.26112174987793,0.012265135701821982,0.08362157642841339,168103.46875
43,0.007319152539980317,0.07124130427837372,17.694087982177734,0.012401834399646497,0.08444318175315857,175155.3125
44,0.00727016336121966,0.07098992168903351,17.282794952392578,0.012222261435516168,0.08324633538722992,167965.71875
