,y,y_hat
0,533.1028333333334,524.0664274967453
1,510.9464583333334,480.72025642735866
2,349.54429166666665,383.10004919993463
3,282.5409583333334,349.7510401194926
4,474.727875,406.82815345514337
5,510.17645833333336,507.1399152029928
6,523.1486666666667,499.7863640224871
7,505.27495833333336,510.85971238151393
8,475.2894583333334,503.0772948832628
9,343.49420833333335,355.7261041130074
10,303.44658333333325,414.48568946912707
11,472.23373913043486,457.6360990016229
12,503.78416666666675,472.1674386920858
13,516.7791666666667,496.25759362394325
14,514.7070833333332,478.58543449852493
15,505.58070833333323,495.53852767198816
16,351.48825000000005,341.81734404908343
17,276.6938333333333,334.8011039826671
18,240.54470833333335,468.04593114442986
19,226.9552083333334,440.96727041504516
20,222.44999999999996,431.1550624299604
21,359.9885,415.15004050635423
22,377.1206666666667,418.9142310832862
23,219.47474999999997,331.3261999079955
24,131.18975,292.70681863014784
25,218.6712083333333,350.5293327423603
26,220.36441666666667,324.9712702455508
27,211.6994166666667,331.4484175616474
28,201.21366666666668,309.8883074545729
29,149.6377916666667,257.2641632434558
30,134.0920416666667,350.74991253198976
31,91.21449999999999,341.64478573292047
32,147.90475,207.00471700110967
33,213.46666666666667,296.1796071967578
34,191.4615,301.5250862351992
35,196.35654166666666,263.89202473844705
36,169.6451666666667,279.8437215455403
37,174.1944166666667,230.99631953644257
38,109.92504166666669,225.73498641437928
39,221.16537499999995,237.79039894762553
40,103.41262499999999,217.05401723212321
41,203.72172222222218,199.7381899192407
42,193.1305,216.2904547387831
43,187.55816666666666,223.76034602923414
44,192.10070833333336,198.1868684586159
45,115.79658333333333,150.32184646899248
46,49.88642857142858,154.6391306010075
47,206.34611764705886,207.113050656819
48,216.77566666666667,199.25362797284185
49,220.25672222222227,206.18946961681834
50,174.57666666666668,221.3597509385663
51,176.68174999999997,174.19914309096592
52,105.52908333333333,134.78017043372068
53,202.75104166666668,207.11279343444116
54,192.97920833333333,210.11950602709663
55,191.45712500000005,182.6137367308928
56,193.06470833333336,184.89163062609944
57,176.34104166666668,188.4089441597969
58,168.42770833333336,160.18949351583393
59,102.2611739130435,113.7057528338207
60,195.10625000000002,187.32391710184237
61,179.8614583333333,177.72066624133367
62,184.72804166666666,178.56886229360583
63,188.3895,187.21952687169838
64,175.99979166666662,182.9471421945769
65,173.55624999999998,153.09863584248083
66,110.96130434782607,146.3514225232601
67,196.49462499999996,190.59375031336532
68,192.32862500000002,189.5221949898158
69,206.40395833333332,186.86725925549683
70,210.30487499999995,204.2738822653314
71,196.01683333333335,195.58524168698406
72,178.490625,168.98313977617238
73,108.63578260869565,113.5409517323274
74,195.87499999999997,192.25459558038398
75,197.9059166666666,152.18959503337274
76,216.51566666666668,193.1587462104103
77,198.89929166666673,201.03529191810014
78,142.88308333333336,148.48980914899877
79,153.53937499999998,184.16081328480706
80,130.29629166666666,130.5354512147695
81,226.21766666666667,174.03019722836538
82,217.61908333333335,193.26642526294142
83,228.10495833333334,199.5576931615205
84,210.56841666666662,203.189784450248
85,196.0245416666667,216.9007322771666
86,194.40895833333332,178.67794261417015
87,167.65858333333333,153.24842283271843
88,276.0797083333333,207.03818445661562
89,285.53950000000003,211.228954361277
90,293.98404166666666,214.37449801338948
91,259.10937500000006,254.58848052821727
92,267.4620416666666,240.1430735897335
93,273.1289583333333,209.3335183660129
94,167.81575,166.9922256363762
95,276.60183333333333,224.9826950569607
96,316.287625,234.73290300204295
97,311.5395833333333,258.8845088537616
