generator,number,operator,zone,max_quantity,min_quantity
UP_BIOVENTO_1,1373,"['DUFENERGY TRADING SA', 'DXT COMMODITIES SA']",['NORD'],66481,1
UP_DI0297_NORD_C,1374,['SERVIZI UNINDUSTRIA MULTIUTILITIES SPA'],['NORD'],1592,125
UPV_HELMOEESDANR,1375,['ENI SPA'],['GREC'],35,1
UP_PRUSCA_1,1376,['ENECO SRL'],['NORD'],13.8,1.1
UP_DI0012_NORD_C,1377,"['ALPERIA ENERGY SRL', 'Bilateralista']",['NORD'],45777,4047
UP_VERZUOLO_2,1378,['BURGO ENERGIA S.R.L.'],['NORD'],184755,0.19
UP_VAL_NOANA_1,1379,['DOLOMITI ENERGIA TRADING SPA'],['NORD'],192,0
UP_DI0012_NORD_B,1380,"['ALPERIA ENERGY SRL', 'Bilateralista']",['NORD'],33144,882
UP_CARBOLI_1_1,1381,['ENEL PRODUZIONE S.P.A.'],['CNOR'],35.4,7.5
UP_COVALOU_1,1382,"['C.V.A. TRADING S.R.L. A S.U.', 'Bilateralista']",['NORD'],90,113
UP_DI0012_CSUD_C,1383,"['ALPERIA ENERGY SRL', 'Bilateralista']",['CSUD'],10993,1
UP_DI2603_NORD_C,1384,"['A2A SPA', 'Bilateralista']",['NORD'],34578,2409
UP_CHIUSDINO1_1,1385,['ENEL PRODUZIONE S.P.A.'],['CNOR'],36.2,16.7
UP_CARZANO_1,1386,['DOLOMITI ENERGIA TRADING SPA'],['NORD'],12,0.4
UP_DI1174_SICI_C,1387,['ELECTRADE SPA'],['SICI'],32726,1
UP_DI2055_CSUD_A,1388,"['EGO TRADE SRL', 'EGO TRADE SPA']",['CSUD'],36361,1
UP_DI0012_CNOR_C,1389,"['ALPERIA ENERGY SRL', 'Bilateralista']",['CNOR'],44901,1
UP_VOLTUR1S_1,1390,"['ENEL PRODUZIONE S.P.A.', 'Bilateralista']",['SUD'],29307,6998
UP_ANAPO_C.L_1,1391,['ENEL PRODUZIONE S.P.A.'],['PRGP'],4222178,172
UP_DI2055_CNOR_C,1392,"['EGO TRADE SRL', 'EGO TRADE SPA']",['CNOR'],140323,5
UP_DENITTIS3_1,1393,"['GREEN NETWORK SPA', 'ENEL PRODUZIONE S.P.A.']",['SUD'],20474,1
UP_DI1170_CSUD_G,1394,"['Bilateralista', 'EDELWEISS ENERGIA S.P.A.']",['CSUD'],23054,205
UP_DI2345_CNOR_C,1395,['ILLUMIA Spa'],['CNOR'],117,1
UP_LAPPAGO_1,1396,['ALPERIA ENERGY SRL'],['NORD'],175,0
UP_CTE_DEL_M_2,1397,"['Bilateralista', 'A2A SPA']",['NORD'],1955,0.1
UP_AVEZZANO_1,1398,['BURGO ENERGIA S.R.L.'],['CSUD'],52,3889
UP_DI2635_CSUD_C,1399,['ENECO SRL'],['CSUD'],7329,1
UP_CREGO_1,1400,"['ENEL PRODUZIONE S.P.A.', 'Bilateralista']",['NORD'],74457,3995
UP_CSTLLANETA_1,1401,"['BKW ENERGIE AG', 'Bilateralista']",['BRNN'],57397,1
UP_PRCLCDPRZZ_1,1402,"['DUFENERGY TRADING SA', 'DANSKE COMMODITIES A.S']",['SICI'],564.62,133
UP_DI2634_NORD_G,1403,['EDISON SPA'],['NORD'],65,114
UP_MEDUNO_2,1404,['EDISON SPA'],['NORD'],16.6,1.6
UP_DI1616_CSUD_B,1405,"['ENI SPA', 'Bilateralista']",['CSUD'],0.2,0.2
UP_CSTLDLUCIO_1,1406,"['EGO TRADE SRL', 'EGO TRADE SPA']",['SICI'],59509,1
UP_DI0361_CNOR_G,1407,['Bilateralista'],['CNOR'],56,28
UP_CSTDLPDCCH_1,1408,"['DUFENERGY TRADING SA', 'DXT COMMODITIES SA']",['SICI'],138649,0.04
UP_DI0312_CSUD_C,1409,['GREEN NETWORK SPA'],['CSUD'],2255,1
UP_DI1516_CSUD_C,1410,"['Bilateralista', 'ALPIQ AG']",['CSUD'],51621,2
UP_DI1079_NORD_G,1411,['FENICE S.P.A.'],['NORD'],17187,1023
UP_COGHINAS_1,1412,"['Bilateralista', 'ENEL PRODUZIONE S.P.A.']",['SARD'],104546,0
UP_DI2189_CSUD_C,1413,"['INTERCONSULT SRL', 'INTERCONSULT SPA']",['CSUD'],4661,1
UP_CGNRZNLYPR_6,1414,"['DUFENERGY TRADING SA', 'DXT COMMODITIES SA']",['NORD'],262743,2632
UP_PONTEFIUM_1,1415,"['ENEL PRODUZIONE S.P.A.', 'Bilateralista']",['CSUD'],10472,1296
UP_ASSEMINI_1,1416,"['Bilateralista', 'ENEL PRODUZIONE S.P.A.']",['SARD'],150,0
UP_DI2061_NORD_Z,1417,['DXT COMMODITIES SA'],['NORD'],23.75,0.02
UP_CSSINOMETA_1,1418,"['Bilateralista', 'METAENERGIA SPA']",['CSUD'],333,45
UP_SGTBOMASSA_1,1419,['DUFERCO ENERGIA S.p.A.'],['SUD'],69.6,428
UP_CRLENTINIA_1,1420,['ERG POWER GENERATION S.P.A.'],['SICI'],66427,4
UP_CREVA_1,1421,"['ENEL PRODUZIONE S.P.A.', 'Bilateralista']",['NORD'],15004,1097
UP_PSNFRNCSCO_1,1422,['EDISON SPA'],['SUD'],64546,11
UPV_HELM110522R,1423,['ENSCO ENERGY SERVICES COMPANY AG'],['GREC'],100,20
UP_SATRIANO_1,1424,"['Bilateralista', 'A2A SPA']",['SUD'],40338,0.01
UP_NUOVA_LAG_1,1425,['ENEL PRODUZIONE S.P.A.'],['CNOR'],20.6,4.5
UP_MONCALRPW_2,1426,"['Bilateralista', 'IREN ENERGIA SPA']",['NORD'],2689.8,80001
UP_DI1825_SUD_C,1427,['EUROPE ENERGY S.P.A.'],['SUD'],43521,1
UP_TRSLE25MWP_1,1428,"['ENOI S.P.A.', 'ECOWAY SRL', 'ECOWAY SPA']",['SARD'],53903,1
UP_CRCSTLFRNC_1,1429,"['API N??VA ENERGIA A R.L.', 'DANSKE COMMODITIES A.S']",['CSUD'],251.83,7
UP_SICET_1,1430,['GREEN NETWORK SPA'],['NORD'],48.5,1
UP_BARGI_CEN_1,1431,['ENEL PRODUZIONE S.P.A.'],['NORD'],1446565,0
UP_CRCMNTMLCR_1,1432,"['DUFENERGY TRADING SA', 'DXT COMMODITIES SA']",['SUD'],261.68,1
UP_DI2061_CNOR_B,1433,['DUFENERGY TRADING SA'],['CNOR'],27,0.02
UP_COSCILE_1_1,1434,"['Bilateralista', 'ENEL PRODUZIONE S.P.A.']",['SUD'],32592,3211
UP_DI2634_CSUD_C,1435,['EDISON SPA'],['CSUD'],209.56,1
UP_DI2252_NORD_C,1436,"['Bilateralista', 'EDLO ENERGY SRL', 'EDLO ENERGY SPA']",['NORD'],3118,1
UP_DI8888_SICI_Z,1437,['GSE SPA'],['SICI'],18.63,1
UP_CASUZZE_1,1438,"['ENEL PRODUZIONE S.P.A.', 'Bilateralista']",['SICI'],2024,36
UP_DI8888_CSUD_X,1439,['GSE SPA'],['CSUD'],84927,14.81
UP_DI2568_SUD_C,1440,['GREEN NETWORK SPA'],['SUD'],1228,0.1
UPV_TERNA_SARD,1441,['TERNA S.p.A.'],['SARD'],10000,0
UP_CONTE_1,1442,['GNERA ENERGIA Y TECNOLOGIA'],['SUD'],86.76,7
UP_MNTZIMMARA_1,1443,['ENEL PRODUZIONE S.P.A.'],['SICI'],43826,155
UP_DI1079_NORD_B,1444,['FENICE S.P.A.'],['NORD'],10.07,1
UP_CHIEVOLIS_2,1445,['EDISON SPA'],['NORD'],58,1
UP_GOGLIO_2,1446,"['ENEL PRODUZIONE S.P.A.', 'Bilateralista']",['NORD'],53877,0
UP_BOFFETTO_1,1447,"['ENEL PRODUZIONE S.P.A.', 'Bilateralista']",['NORD'],29.07,0.01
UP_REGOLEDO_1,1448,"['Bilateralista', 'ENEL PRODUZIONE S.P.A.']",['NORD'],58504,8003
UP_DI8888_SICI_Y,1449,['GSE SPA'],['SICI'],956944,20882
UP_DI2599_SUD_C,1450,"['Bilateralista', 'ITAL GREEN ENERGY SRL']",['SUD'],15,1
UP_CNTRLTRMLT_8,1451,['VEOS SPA'],['SUD'],206,10.03
UP_CHIOMONTE_1,1452,"['Bilateralista', 'IREN ENERGIA SPA']",['NORD'],31415,0.89
UP_CARPINONE_1,1453,['DANSKE COMMODITIES A.S'],['SUD'],191.87,9.86
UP_DI2575_SUD_C,1454,['ECO TRADE SRL'],['SUD'],39875,8216
UP_CROTONE2_1,1455,"['API N??VA ENERGIA A R.L.', 'EP PRODUZIONE SPA']",['SUD'],256501,1
UP_C.T.E.C_1,1456,"['Bilateralista', 'A2A SPA']",['NORD'],26188,5729
UP_DI0323_CNOR_G,1457,['CONSORZIO APUANIA ENERGIA'],['CNOR'],2.4,0.05
UP_LATOPPA1_1,1458,['AXPO ITALIA SPA'],['CSUD'],195767,38
UPV_SWGM104946O,1459,['SHELL ENERGY EUROPE LIMITED'],['SVIZ'],800,2
UP_CNTRLMNTCR_7,1460,"['ERG POWER GENERATION S.P.A.', 'EDP RENEWABLES ITALIA HOLDING SRL']",['SUD'],71.1,32
UP_LEVANTE_4,1461,"['EDISON SPA', 'Bilateralista']",['NORD'],1867.64,1
UP_BRNDSSUDCE_2,1462,"['ENEL PRODUZIONE S.P.A.', 'Bilateralista']",['BRNN'],3326164,0
UP_MNTNARBONE_1,1463,['AXPO ITALIA SPA'],['SICI'],91660719,19
UP_DI1174_NORD_C,1464,['ELECTRADE SPA'],['NORD'],150408,27
UP_ACEA_ORTE_1,1465,['ACEA ENERGIA SPA'],['CNOR'],34868,338
UP_CONTRASTO_1,1466,"['ENEL PRODUZIONE S.P.A.', 'Bilateralista']",['SICI'],28003,1502
UPV_SWGMOEGTIPEO,1467,['GEN-I TRGOVANJE IN PRODAJA ELEKTRICNE ENERGIJE D.O.O.'],['SVIZ'],180,15
UP_CNTRLDSCND_1,1468,"['EP PRODUZIONE SPA', 'A2A SPA', 'Bilateralista']",['ROSN'],2402,0.1
UP_DI2513_NORD_G,1469,"['Bilateralista', '4ENERGIA SRL']",['NORD'],56699,1
UP_TVRNLSTRTN_1,1470,"['DUFENERGY TRADING SA', 'DXT COMMODITIES SA']",['SUD'],86291,1
UPV_HELM108528R,1471,['NOVAERA ENERGY SA'],['GREC'],2,1
UP_DI0228_NORD_C,1472,['DOLOMITI ENERGIA TRADING SPA'],['NORD'],159557,8642
UP_LA_CASELL_4,1473,"['ENEL PRODUZIONE S.P.A.', 'Bilateralista']",['NORD'],1240,0
UP_CNTRLDRLTT_49,1474,"['Bilateralista', 'IREN ENERGIA SPA']",['NORD'],17.8,1
UP_DI2044_SUD_C,1475,['ENGIE ITALIA SPA'],['SUD'],95068,1
UPV_HELDOEINTRNR,1476,['INTERENERGO D.O.O.'],['GREC'],120,1
UP_CNTRLBMSSB_2,1477,"['ENGIE ITALIA SPA', 'DUFENERGY TRADING SA', 'DXT COMMODITIES SA']",['NORD'],88161,1
UP_LCLCRBRGSN_1,1478,"['EGO TRADE SRL', 'EGO TRADE SPA']",['FOGN'],51,1
UP_DI0370_NORD_C,1479,['BURGO ENERGIA S.R.L.'],['NORD'],12,1
UP_DI2336_SICI_C,1480,['GNERA ENERGIA Y TECNOLOGIA'],['SICI'],76287,72
UP_DI2182_CNOR_B,1481,['ENOI S.P.A.'],['CNOR'],27213,1
UP_DI1616_NORD_G,1482,"['ENI SPA', 'Bilateralista']",['NORD'],24,12
UP_ADDA2_1,1483,['EDISON SPA'],['NORD'],50.6,1.15
UP_CNTRLBMSSB_1,1484,"['ENGIE ITALIA SPA', 'DUFENERGY TRADING SA', 'DXT COMMODITIES SA']",['NORD'],89948,1
UP_DI2182_NORD_C,1485,['ENOI S.P.A.'],['NORD'],312.6,28
UP_MNRVNMRGCN_2,1486,"['Bilateralista', 'FALCK RENEWABLES ENERGY SRL']",['SUD'],57375,9
UP_DI2564_SICI_C,1487,['FENIX SRL'],['SICI'],24721,1
UP_DI2588_CNOR_C,1488,['ECO TRADE SRL'],['CNOR'],17441,9966
UP_CNTRLDTRNL_1,1489,['SORGENIA S.P.A.'],['NORD'],4447.33,162
UP_CHAVONNE_1,1490,['Bilateralista'],['NORD'],63,1.2
UP_DI0367_CNOR_C,1491,['CRE SCPA CONSORZIO PER LE RISORSE ENERGETICHE SCPA'],['CNOR'],11094,1
UP_SARENTINO_1,1492,['ALPERIA ENERGY SRL'],['NORD'],24,1
UP_REZZALASCO_1,1493,"['ENEL PRODUZIONE S.P.A.', 'EGO TRADE SRL', 'EGO TRADE SPA']",['NORD'],26421,7
UP_PRCLCSNTMN_1,1494,"['Bilateralista', 'METAENERGIA SPA', 'ALPIQ AG']",['CSUD'],308966,3
UP_DI2513_NORD_C,1495,"['Bilateralista', '4ENERGIA SRL']",['NORD'],123369,218
UP_DI2375_NORD_C,1496,['GLOBAL POWER S.P.A.'],['NORD'],246,2
UP_ROVESCA_1,1497,"['ENEL PRODUZIONE S.P.A.', 'Bilateralista']",['NORD'],115.83,0
UP_DI1170_NORD_Z,1498,['EDELWEISS ENERGIA S.P.A.'],['NORD'],4698,75
UP_LANA_1,1499,['ENEL PRODUZIONE S.P.A.'],['NORD'],183845,2988
UP_AEM-STAZZ_1,1500,"['A2A SPA', 'Bilateralista']",['NORD'],135,4
UP_VINADIO_1,1501,['ENEL PRODUZIONE S.P.A.'],['NORD'],176627,30
UP_CCCOLOCANE_1,1502,"['Bilateralista', 'EDELWEISS ENERGIA S.P.A.']",['SUD'],45348,9
UP_DI1963_CSUD_C,1503,['ILLUMIA Spa'],['CSUD'],1.28,1
UP_CLHRFRLIBG_1,1504,['DUFERCO ENERGIA S.p.A.'],['NORD'],27035,193
UP_DI2163_SUD_C,1505,['ENERGY.TRADE SRL'],['SUD'],24.6,1
UP_DI1174_NORD_B,1506,['ELECTRADE SPA'],['NORD'],25335,348
UP_CHIVASSO_2,1507,"['Bilateralista', 'A2A SPA']",['NORD'],1756,0.1
UP_SAVINER_1,1508,"['ENEL PRODUZIONE S.P.A.', 'Bilateralista']",['NORD'],21546,0.4
UP_DI0062_CSUD_G,1509,['AXPO ITALIA SPA'],['CSUD'],3.36,1
UP_DI0526_CNOR_C,1510,['HERA TRADING S.R.L.'],['CNOR'],802,1
UP_DI0182_SICI_C,1511,['ENEL PRODUZIONE S.P.A.'],['SICI'],205.94,2284
UP_GRESSONEY_1,1512,['C.V.A. TRADING S.R.L. A S.U.'],['NORD'],88,24
UP_TRCANCARRO_1,1513,"['EDISON SPA', 'DOLOMITI ENERGIA TRADING SPA']",['FOGN'],26,1
UP_PRCLCRDONA_1,1514,['ENEL PRODUZIONE S.P.A.'],['SUD'],43.92,7
UP_DI0196_NORD_B,1515,"['C.V.A. TRADING S.R.L. A S.U.', 'Bilateralista']",['NORD'],6736,1
UP_DI0062_SUD_C,1516,['AXPO ITALIA SPA'],['SUD'],112.3,1
UP_DI2554_SUD_C,1517,['BANCO ENERGIA SPA'],['SUD'],76386,2
UP_TNRSDLMNSP_1,1518,['DALMINE SPA'],['NORD'],144,586
UP_CENTRO_OL_1,1519,"['ENI SPA', 'Bilateralista']",['SUD'],3072,512
UP_ARSIE_1,1520,"['Bilateralista', 'ENEL PRODUZIONE S.P.A.']",['NORD'],177,0
UP_ROSSANO_T_1,1521,['ENEL PRODUZIONE S.P.A.'],['ROSN'],330,0
UP_CAVILLA_1,1522,"['ENEL PRODUZIONE S.P.A.', 'Bilateralista']",['NORD'],82.9,0
UP_DI1918_NORD_B,1523,['Bilateralista'],['NORD'],10.3,245
UP_DI1928_NORD_G,1524,"['ZENERGIA SRL', 'ECOWAY SPA', 'Bilateralista']",['NORD'],4.96,86
UP_DI2600_CNOR_C,1525,"[""GRUPPO SOCIETA' GAS RIMINI SPA""]",['CNOR'],2361,1
UP_GTG1GTG501_1,1526,['ENGIE ITALIA SPA'],['SICI'],125,5
UP_SPIGNO_CE_1,1527,['TIRRENO POWER S.P.A.'],['NORD'],24,3
UP_GIARRATANA_1,1528,['DANSKE COMMODITIES A.S'],['SICI'],442.77,24.9
UP_BOVINO1_1,1529,"['DUFENERGY TRADING SA', 'ENEL PRODUZIONE S.P.A.']",['SUD'],43.73,1
UP_DI2410_NORD_B,1530,['2V ENERGY SRL'],['NORD'],43424,1.65
UP_CPODIPONTE_2,1531,"['Bilateralista', 'ENEL PRODUZIONE S.P.A.']",['CNOR'],90177,0
UP_LECOSTE_1,1532,['EDP RENEWABLES ITALIA HOLDING SRL'],['SUD'],13806,0.01
UP_FEATV2_2,1533,"['DUFERCO ENERGIA S.p.A.', 'GSE SPA']",['NORD'],55,0.59
UP_CASTEL_GI_1,1534,"['Bilateralista', 'ENEL PRODUZIONE S.P.A.']",['CSUD'],24,3.5
UP_DI0012_NORD_A,1535,"['ALPERIA ENERGY SRL', 'Bilateralista']",['NORD'],5.8,8
UP_CASTELB.E_1,1536,['EDISON SPA'],['NORD'],143,8
UP_DI0182_CSUD_A,1537,['ENEL PRODUZIONE S.P.A.'],['CSUD'],12655,0.47
UP_LEVANTE_3,1538,"['EDISON SPA', 'Bilateralista']",['NORD'],1896.76,0
UP_DI2578_NORD_A,1539,['SEV ENERGIES SPA'],['NORD'],1586,1
UP_BICCARI_1,1540,['DUFERCO ENERGIA S.p.A.'],['SUD'],19366,1
UP_GEROLA_1,1541,"['Bilateralista', 'ENEL PRODUZIONE S.P.A.']",['NORD'],52876,0
UPV_SWGD106135O,1542,['VATTENFALL ENERGY TRADING GMBH'],['SVIZ'],300,10
UP_DI1170_CNOR_A,1543,"['Bilateralista', 'EDELWEISS ENERGIA S.P.A.']",['CNOR'],8582,409
UP_CEDEGOLO_1,1544,"['Bilateralista', 'ENEL PRODUZIONE S.P.A.']",['NORD'],29132,10
UP_AVISE_1,1545,['C.V.A. TRADING S.R.L. A S.U.'],['NORD'],480,10
UP_S.VALBURG_1,1546,['ENEL PRODUZIONE S.P.A.'],['NORD'],174243,0
UPV_SWGDOEESSNRO,1547,['EVIVA SPA'],['SVIZ'],98,2
UP_ASSEMINI_2,1548,"['Bilateralista', 'ENEL PRODUZIONE S.P.A.']",['SARD'],150,0
UP_CACCAMO_1,1549,"['AXPO ITALIA SPA', 'BP ENERGY EUROPE LIMITED']",['SICI'],28277,1
UP_CAMPOREALE_1,1550,['ERG POWER GENERATION S.P.A.'],['SICI'],56216,8
UP_DI2189_SUD_C,1551,"['INTERCONSULT SRL', 'INTERCONSULT SPA']",['SUD'],10045,2
UP_DI1174_NORD_A,1552,['ELECTRADE SPA'],['NORD'],104714,0.17
UP_CSTAGRANDE_1,1553,['DANSKE COMMODITIES A.S'],['CSUD'],120,0.02
UP_GSANDONACI_1,1554,"['Bilateralista', 'ITAL GREEN ENERGY SRL']",['SUD'],70,1
UP_CTNUCENORD_2,1555,"['Bilateralista', 'ERG POWER GENERATION S.P.A.']",['SICI'],910,0.1
UP_CNTRLDCGNR_47,1556,"['LUMINA S.R.L.', 'ENERGIE S.R.L.']",['NORD'],7.5,2.3
UP_RCCFICUZZA_1,1557,"['DUFENERGY TRADING SA', 'DXT COMMODITIES SA']",['SICI'],171359,0.02
UP_SCTNPWPFRR_3,1558,"['ENI SPA', 'Bilateralista']",['NORD'],1814,0
UP_MPNTFTVLTC_1,1559,"['DUFENERGY TRADING SA', 'DXT COMMODITIES SA']",['ROSN'],85848,1
UP_FRNCOFONTE_1,1560,['GSE SPA'],['SICI'],123326,11
UPV_SWGYOEREISZO,1561,['REPOWER ITALIA SPA'],['SVIZ'],30,5
UP_BRUNICO_M_1,1562,"['EDISON SPA', 'ALPERIA ENERGY SRL']",['NORD'],260,1
UP_CRCLLPNBRN_1,1563,"['SHELL ENERGY EUROPE LIMITED', 'DUFENERGY TRADING SA', 'DXT COMMODITIES SA']",['CSUD'],244.99,2
UP_MURGE_1,1564,"['EGO TRADE SPA', 'ENOI S.P.A.']",['SUD'],63039,1
UP_ALA_1,1565,"['Bilateralista', 'DOLOMITI ENERGIA TRADING SPA']",['NORD'],66,3.49
UP_TALAMONA_2,1566,"['Bilateralista', 'ENEL PRODUZIONE S.P.A.']",['NORD'],92593,0
UP_SCTNPWPFRR_2,1567,"['Bilateralista', 'ENI SPA']",['NORD'],1765,0
UP_BROSSASCO_1,1568,"['ENEL PRODUZIONE S.P.A.', 'Bilateralista']",['NORD'],55648,6065
UP_BRNDSSUDCE_4,1569,"['ENEL PRODUZIONE S.P.A.', 'Bilateralista']",['BRNN'],2500,0
UP_CAIRO_1,1570,['AXPO ITALIA SPA'],['NORD'],59938,1279
UP_CCGTPRILIA_1,1571,['SORGENIA S.P.A.'],['CSUD'],4875315,195
UP_BRNDSSUDCE_1,1572,"['ENEL PRODUZIONE S.P.A.', 'Bilateralista']",['BRNN'],2925,0
UP_DI2189_NORD_G,1573,"['INTERCONSULT SRL', 'INTERCONSULT SPA']",['NORD'],0.36,1
UP_SCRCTTMLFI_1,1574,['ENERGY.DIS S.R.L.'],['SUD'],86.4,0.01
UP_DI1621_NORD_A,1575,['ENERGY.DIS S.R.L.'],['NORD'],20.1,5
UP_FUSINA_T_4,1576,"['ENEL PRODUZIONE S.P.A.', 'Bilateralista']",['NORD'],1150,0
UP_BORDOGNA_1,1577,"['Bilateralista', 'ENEL PRODUZIONE S.P.A.']",['NORD'],79146,1
UP_CORDENONS_1,1578,['EDISON SPA'],['NORD'],25969,648
UP_CAORIA_1,1579,['DOLOMITI ENERGIA TRADING SPA'],['NORD'],111.5,0
UP_PRCLCMNTCR_1,1580,['2V ENERGY SRL'],['CNOR'],12731,5
UP_BMSSRGNANO_1,1581,"['DUFENERGY TRADING SA', 'DXT COMMODITIES SA']",['SUD'],81743,109
UP_DI2228_CSUD_C,1582,['ROMA GAS E POWER SPA'],['CSUD'],3512,1
UP_BASTARDO_2,1583,['ENEL PRODUZIONE S.P.A.'],['CNOR'],130,65
UPV_SWGDOEDFRCNO,1584,['DUFERCO ENERGIA S.p.A.'],['SVIZ'],400,1
UP_CASSINO_1,1585,"['ENEL PRODUZIONE S.P.A.', 'Bilateralista']",['CSUD'],78.14,5033
UP_UPBRNSFIR1_2,1586,"['EN.E.R. TRADING S.p.A.', 'C.U.RA. CONSORZIO UTILITIES RAVENNA S.C.R.L.']",['SUD'],142664,2
UP_DI2567_NORD_C,1587,['FRI-EL TRADING SRL'],['NORD'],4902,651
UP_FARNETA_1,1588,"['ENEL PRODUZIONE S.P.A.', 'Bilateralista']",['NORD'],60316,13067
UP_CALLARI_1,1589,"['EGO TRADE SRL', 'EGO TRADE SPA']",['SICI'],108,1
UP_TAVAZZANO_C_6,1590,"['Bilateralista', 'EP PRODUZIONE SPA']",['NORD'],5084,1
UP_DI0182_NORD_C,1591,['ENEL PRODUZIONE S.P.A.'],['NORD'],825721,70078
UP_BUGLIA_1,1592,"['BKW ENERGIE AG', 'Bilateralista', 'ENEL PRODUZIONE S.P.A.']",['SUD'],23.11,2
UP_DI2564_CNOR_C,1593,['FENIX SRL'],['CNOR'],48.25,1
UP_CHPPUGUSTA_1,1594,['SASOL ITALY SPA'],['SICI'],112446,0.5
UP_DI2061_SUD_B,1595,"['DUFENERGY TRADING SA', 'DXT COMMODITIES SA']",['SUD'],8422,1
UP_DI2044_NORD_C,1596,['ENGIE ITALIA SPA'],['NORD'],6022,1
UP_DI2163_SICI_C,1597,['ENERGY.TRADE SRL'],['SICI'],46.5,1
UP_CNTRLLTTRC_7,1598,['AXPO ITALIA SPA'],['SUD'],54,1.35
UP_BASTARDO_1,1599,['ENEL PRODUZIONE S.P.A.'],['CNOR'],130,65
UP_CSTLLNTWND_1,1600,"['ERG POWER GENERATION S.P.A.', 'EDP RENEWABLES ITALIA HOLDING SRL']",['BRNN'],57124,24
UP_IGES_2,1601,['ITAL GREEN ENERGY SRL'],['SUD'],36.2,1.8
UP_DI0367_SARD_C,1602,['CRE SCPA CONSORZIO PER LE RISORSE ENERGETICHE SCPA'],['SARD'],5781,1
UP_DI2055_CSUD_C,1603,"['EGO TRADE SRL', 'EGO TRADE SPA']",['CSUD'],287774,361
UP_DI1825_NORD_C,1604,['EUROPE ENERGY S.P.A.'],['NORD'],42145,0.06
UP_NULVITERGU_1,1605,['FRI-EL TRADING SRL'],['SARD'],83699,97
UP_DI2638_NORD_C,1606,"['BANCO ENERGIA FORNITURE SRL', 'BANCO ENERGIA SPA', 'SUN ENGINEERING SRL']",['NORD'],249,0.14
UPV_HELDOETHSSLR,1607,"['ELPEDISON POWER GNERATION SA (ELPEDISON SA),  ']",['GREC'],160,1
UP_AZOTATI_5,1608,['EDISON SPA'],['NORD'],1334048,0
UPV_SWGMOEETLDFO,1609,['EDF TRADING LIMITED'],['SVIZ'],100,100
UP_CHIAVENNA_1,1610,"['Bilateralista', 'A2A SPA']",['NORD'],165.01,0.01
UP_DI8888_SICI_X,1611,['GSE SPA'],['SICI'],6.9,138
UP_TROIA3E4_1,1612,['GSE SPA'],['SUD'],40196,1
UP_DI2634_NORD_A,1613,['EDISON SPA'],['NORD'],62198,775
UP_DI1616_SICI_C,1614,"['ENI SPA', 'Bilateralista']",['SICI'],5573,1
UP_CNTRLLCVCR_1,1615,['ERG POWER GENERATION S.P.A.'],['SICI'],101.28,14
