,DLY_QTY,DLY_AWD_QTY,TYPE,DLY_PRICE,DLY_AWD_PRICE
2017-02-01 01:00:00,345.148,345.148,BID,0.0,54.99999999999999
2017-02-01 02:00:00,305.045,305.045,BID,0.0,54.989999999999995
2017-02-01 03:00:00,289.311,289.311,BID,0.0,51.81
2017-02-01 04:00:00,296.153,296.153,BID,0.0,51.099999999999994
2017-02-01 05:00:00,296.959,296.959,BID,0.0,49.99999999999999
2017-02-01 06:00:00,343.69199999999995,343.69199999999995,BID,0.0,53.00000000000001
2017-02-01 07:00:00,338.757,338.757,BID,0.0,61.09999999999999
2017-02-01 08:00:00,455.732,455.732,BID,0.0,77.7
2017-02-01 09:00:00,486.96500000000003,486.96500000000003,BID,0.0,94.03000000000002
2017-02-01 10:00:00,514.214,514.214,BID,0.0,100.10999999999999
2017-02-01 11:00:00,515.091,515.091,BID,0.0,99.23
2017-02-01 12:00:00,508.864,508.864,BID,0.0,94.49000000000001
2017-02-01 13:00:00,459.139,459.139,BID,0.0,73.66000000000001
2017-02-01 14:00:00,440.624,440.624,BID,0.0,72.67
2017-02-01 15:00:00,442.349,442.349,BID,0.0,79.34
2017-02-01 16:00:00,436.802,436.802,BID,0.0,84.28999999999999
2017-02-01 17:00:00,435.391,435.391,BID,0.0,95.21
2017-02-01 18:00:00,479.33299999999997,479.33299999999997,BID,0.0,83.65
2017-02-01 19:00:00,547.3489999999999,547.3489999999999,BID,0.0,96.16000000000001
2017-02-01 20:00:00,503.856,503.856,BID,0.0,86.51
2017-02-01 21:00:00,448.40000000000003,448.40000000000003,BID,0.0,74.98999999999998
2017-02-01 22:00:00,395.26399999999995,395.26399999999995,BID,0.0,67.43
2017-02-01 23:00:00,442.645,442.645,BID,0.0,61.870000000000005
2017-02-02 00:00:00,377.753,377.753,BID,0.0,55.95
2017-02-02 01:00:00,343.598,343.598,BID,0.0,53.0
2017-02-02 02:00:00,300.589,300.589,BID,0.0,51.0
2017-02-02 03:00:00,294.638,294.638,BID,0.0,51.00000000000001
2017-02-02 04:00:00,292.48400000000004,292.48400000000004,BID,0.0,50.33
2017-02-02 05:00:00,288.932,288.932,BID,0.0,51.0
2017-02-02 06:00:00,310.515,310.515,BID,0.0,52.00000000000001
2017-02-02 07:00:00,334.608,334.608,BID,0.0,62.13000000000001
2017-02-02 08:00:00,449.02000000000004,449.02000000000004,BID,0.0,72.11
2017-02-02 09:00:00,473.897,473.897,BID,0.0,85.58000000000001
2017-02-02 10:00:00,496.22999999999996,496.22999999999996,BID,0.0,76.69000000000001
2017-02-02 11:00:00,495.668,495.668,BID,0.0,73.08000000000001
2017-02-02 12:00:00,484.526,484.526,BID,0.0,72.81
2017-02-02 13:00:00,436.039,436.039,BID,0.0,61.86
2017-02-02 14:00:00,419.611,419.611,BID,0.0,60.800000000000004
2017-02-02 15:00:00,423.157,423.157,BID,0.0,67.88
2017-02-02 16:00:00,420.905,420.905,BID,0.0,69.47
2017-02-02 17:00:00,422.532,422.532,BID,0.0,70.17
2017-02-02 18:00:00,470.83,470.83,BID,0.0,73.57
2017-02-02 19:00:00,537.547,537.547,BID,0.0,77.44999999999999
2017-02-02 20:00:00,492.871,492.871,BID,0.0,75.79
2017-02-02 21:00:00,454.882,454.882,BID,0.0,68.81
2017-02-02 22:00:00,395.978,395.978,BID,0.0,63.03
2017-02-02 23:00:00,427.38800000000003,427.38800000000003,BID,0.0,58.83
2017-02-03 00:00:00,366.65700000000004,366.65700000000004,BID,0.0,54.01
2017-02-03 01:00:00,350.37100000000004,350.37100000000004,BID,0.0,49.99999999999999
2017-02-03 02:00:00,308.95,308.95,BID,0.0,48.31
2017-02-03 03:00:00,306.379,306.379,BID,0.0,47.0
2017-02-03 04:00:00,285.104,285.104,BID,0.0,47.23
2017-02-03 05:00:00,300.625,300.625,BID,0.0,47.99
2017-02-03 06:00:00,335.079,335.079,BID,0.0,49.52
2017-02-03 07:00:00,345.025,345.025,BID,0.0,60.739999999999995
2017-02-03 08:00:00,446.74,446.74,BID,0.0,76.22
2017-02-03 09:00:00,473.037,473.037,BID,0.0,95.88
2017-02-03 10:00:00,498.483,498.483,BID,0.0,81.82
2017-02-03 11:00:00,488.222,488.222,BID,0.0,78.94
2017-02-03 12:00:00,469.439,469.439,BID,0.0,74.13
2017-02-03 13:00:00,418.18399999999997,418.18399999999997,BID,0.0,62.19
2017-02-03 14:00:00,395.206,395.206,BID,0.0,61.39999999999999
2017-02-03 15:00:00,395.364,395.364,BID,0.0,63.02000000000001
2017-02-03 16:00:00,393.546,393.546,BID,0.0,63.99000000000001
2017-02-03 17:00:00,395.277,395.277,BID,0.0,63.51
2017-02-03 18:00:00,453.089,453.089,BID,0.0,68.23
2017-02-03 19:00:00,513.799,513.799,BID,0.0,74.09
2017-02-03 20:00:00,475.632,475.632,BID,0.0,69.63
2017-02-03 21:00:00,417.588,417.588,BID,0.0,62.91
2017-02-03 22:00:00,360.07099999999997,360.07099999999997,BID,0.0,58.690000000000005
2017-02-03 23:00:00,401.66700000000003,401.66700000000003,BID,0.0,54.6
2017-02-04 00:00:00,364.792,364.792,BID,0.0,51.38
2017-02-04 01:00:00,322.059,322.059,BID,0.0,53.42
2017-02-04 02:00:00,289.977,289.977,BID,0.0,46.78
2017-02-04 03:00:00,269.802,269.802,BID,0.0,43.89
2017-02-04 04:00:00,267.269,267.269,BID,0.0,42.489999999999995
2017-02-04 05:00:00,268.329,268.329,BID,0.0,43.5
2017-02-04 06:00:00,278.878,278.878,BID,0.0,44.92
2017-02-04 07:00:00,222.513,222.513,BID,0.0,47.77
2017-02-04 08:00:00,275.744,275.744,BID,0.0,51.0
2017-02-04 09:00:00,251.381,251.381,BID,0.0,56.90999999999999
2017-02-04 10:00:00,280.472,280.472,BID,0.0,58.69
2017-02-04 11:00:00,281.22900000000004,281.22900000000004,BID,0.0,55.589999999999996
2017-02-04 12:00:00,260.83,260.83,BID,0.0,53.58
2017-02-04 13:00:00,222.058,222.058,BID,0.0,46.28
2017-02-04 14:00:00,182.97899999999998,182.97899999999998,BID,0.0,45.49
2017-02-04 15:00:00,167.725,167.725,BID,0.0,44.81
2017-02-04 16:00:00,169.288,169.288,BID,0.0,47.38
2017-02-04 17:00:00,179.143,179.143,BID,0.0,51.0
2017-02-04 18:00:00,255.866,255.866,BID,0.0,56.74999999999999
2017-02-04 19:00:00,338.194,338.194,BID,0.0,66.89
2017-02-04 20:00:00,334.634,334.634,BID,0.0,63.650000000000006
2017-02-04 21:00:00,299.352,299.352,BID,0.0,57.88000000000001
2017-02-04 22:00:00,255.603,255.603,BID,0.0,52.81000000000001
2017-02-04 23:00:00,325.231,325.231,BID,0.0,50.0
2017-02-05 00:00:00,299.818,299.818,BID,0.0,45.7
2017-02-05 01:00:00,270.56,270.56,BID,0.0,49.14000000000001
2017-02-05 02:00:00,239.556,239.556,BID,0.0,44.86
2017-02-05 03:00:00,222.18099999999998,222.18099999999998,BID,0.0,37.92000000000001
2017-02-05 04:00:00,211.65900000000002,211.65900000000002,BID,0.0,36.65
2017-02-05 05:00:00,210.76399999999998,210.76399999999998,BID,0.0,36.36
2017-02-05 06:00:00,217.21099999999998,217.21099999999998,BID,0.0,37.5
2017-02-05 07:00:00,194.13,194.13,BID,0.0,43.0
2017-02-05 08:00:00,215.13299999999998,215.13299999999998,BID,0.0,47.83
2017-02-05 09:00:00,158.118,158.118,BID,0.0,47.12
2017-02-05 10:00:00,196.725,196.725,BID,0.0,49.27
2017-02-05 11:00:00,218.981,218.981,BID,0.0,52.64999999999999
2017-02-05 12:00:00,231.267,231.267,BID,0.0,53.89
2017-02-05 13:00:00,225.90400000000002,225.90400000000002,BID,0.0,53.18
2017-02-05 14:00:00,196.721,196.721,BID,0.0,47.489999999999995
2017-02-05 15:00:00,190.564,190.564,BID,0.0,44.77000000000001
2017-02-05 16:00:00,188.377,188.377,BID,0.0,49.38
2017-02-05 17:00:00,200.244,200.244,BID,0.0,51.0
2017-02-05 18:00:00,219.144,219.144,BID,0.0,54.949999999999996
2017-02-05 19:00:00,308.24899999999997,308.24899999999997,BID,0.0,65.07
2017-02-05 20:00:00,317.99899999999997,317.99899999999997,BID,0.0,62.779999999999994
2017-02-05 21:00:00,300.048,300.048,BID,0.0,58.0
2017-02-05 22:00:00,270.736,270.736,BID,0.0,54.95000000000001
2017-02-05 23:00:00,337.29100000000005,337.29100000000005,BID,0.0,50.99999999999999
2017-02-06 00:00:00,293.052,293.052,BID,0.0,48.88999999999999
2017-02-06 01:00:00,249.18099999999998,249.18099999999998,BID,0.0,43.31000000000001
2017-02-06 02:00:00,231.424,231.424,BID,0.0,41.39999999999999
2017-02-06 03:00:00,216.603,216.603,BID,0.0,38.27000000000001
2017-02-06 04:00:00,220.477,220.477,BID,0.0,35.1
2017-02-06 05:00:00,231.05100000000002,231.05100000000002,BID,0.0,36.3
2017-02-06 06:00:00,273.202,273.202,BID,0.0,42.49000000000001
2017-02-06 07:00:00,298.866,298.866,BID,0.0,55.980000000000004
2017-02-06 08:00:00,428.36699999999996,428.36699999999996,BID,0.0,74.95000000000002
2017-02-06 09:00:00,479.57399999999996,479.57399999999996,BID,0.0,88.93
2017-02-06 10:00:00,519.984,519.984,BID,0.0,91.76
2017-02-06 11:00:00,527.009,527.009,BID,0.0,90.97999999999999
2017-02-06 12:00:00,521.933,521.933,BID,0.0,91.46000000000001
2017-02-06 13:00:00,475.906,475.906,BID,0.0,73.78
2017-02-06 14:00:00,461.719,461.719,BID,0.0,71.54000000000002
2017-02-06 15:00:00,465.757,465.757,BID,0.0,79.15
2017-02-06 16:00:00,462.348,462.348,BID,0.0,74.53999999999999
2017-02-06 17:00:00,458.723,458.723,BID,0.0,75.02999999999999
2017-02-06 18:00:00,501.637,501.637,BID,0.0,74.4
2017-02-06 19:00:00,559.4159999999999,559.4159999999999,BID,0.0,86.37
2017-02-06 20:00:00,512.796,512.796,BID,0.0,77.29
2017-02-06 21:00:00,470.696,470.696,BID,0.0,73.65999999999998
2017-02-06 22:00:00,411.68699999999995,411.68699999999995,BID,0.0,60.690000000000005
2017-02-06 23:00:00,448.649,448.649,BID,0.0,57.15
2017-02-07 00:00:00,390.557,390.557,BID,0.0,53.3
2017-02-07 01:00:00,351.471,351.471,BID,0.0,51.0
2017-02-07 02:00:00,324.13199999999995,324.13199999999995,BID,0.0,48.65
2017-02-07 03:00:00,304.356,304.356,BID,0.0,45.11
2017-02-07 04:00:00,309.10999999999996,309.10999999999996,BID,0.0,44.86
2017-02-07 05:00:00,308.206,308.206,BID,0.0,43.99
2017-02-07 06:00:00,350.662,350.662,BID,0.0,48.25000000000001
2017-02-07 07:00:00,352.057,352.057,BID,0.0,53.79
2017-02-07 08:00:00,473.387,473.387,BID,0.0,64.9
2017-02-07 09:00:00,521.644,521.644,BID,0.0,69.11
2017-02-07 10:00:00,573.577,573.577,BID,0.0,69.89999999999999
2017-02-07 11:00:00,568.874,568.874,BID,0.0,67.31999999999998
2017-02-07 12:00:00,564.942,564.942,BID,0.0,67.82
2017-02-07 13:00:00,504.718,504.718,BID,0.0,60.74999999999999
2017-02-07 14:00:00,491.957,491.957,BID,0.0,59.15
2017-02-07 15:00:00,494.457,494.457,BID,0.0,61.379999999999995
2017-02-07 16:00:00,495.457,495.457,BID,0.0,63.11000000000001
2017-02-07 17:00:00,484.658,484.658,BID,0.0,64.98
2017-02-07 18:00:00,526.992,526.992,BID,0.0,69.71
2017-02-07 19:00:00,575.384,575.384,BID,0.0,80.29999999999998
2017-02-07 20:00:00,520.432,520.432,BID,0.0,79.76
2017-02-07 21:00:00,468.947,468.947,BID,0.0,69.12000000000002
2017-02-07 22:00:00,418.667,418.667,BID,0.0,61.64
2017-02-07 23:00:00,455.14,455.14,BID,0.0,59.2
2017-02-08 00:00:00,404.7,404.7,BID,0.0,55.38
2017-02-08 01:00:00,351.471,351.471,BID,0.0,51.31000000000001
2017-02-08 02:00:00,324.13199999999995,324.13199999999995,BID,0.0,47.57
2017-02-08 03:00:00,304.356,304.356,BID,0.0,44.92
2017-02-08 04:00:00,309.10999999999996,309.10999999999996,BID,0.0,42.74
2017-02-08 05:00:00,308.206,308.206,BID,0.0,42.3
2017-02-08 06:00:00,350.662,350.662,BID,0.0,46.0
2017-02-08 07:00:00,352.057,352.057,BID,0.0,54.68999999999999
2017-02-08 08:00:00,473.387,473.387,BID,0.0,69.91999999999999
2017-02-08 09:00:00,521.644,521.644,BID,0.0,74.55
2017-02-08 10:00:00,573.577,573.577,BID,0.0,72.87
2017-02-08 11:00:00,568.874,568.874,BID,0.0,72.56
2017-02-08 12:00:00,564.942,564.942,BID,0.0,67.44
2017-02-08 13:00:00,504.718,504.718,BID,0.0,65.36000000000001
2017-02-08 14:00:00,491.957,491.957,BID,0.0,63.13
2017-02-08 15:00:00,494.457,494.457,BID,0.0,64.07
2017-02-08 16:00:00,495.457,495.457,BID,0.0,67.44
2017-02-08 17:00:00,484.658,484.658,BID,0.0,67.52
2017-02-08 18:00:00,526.992,526.992,BID,0.0,73.85000000000001
2017-02-08 19:00:00,575.384,575.384,BID,0.0,88.18
2017-02-08 20:00:00,520.432,520.432,BID,0.0,84.05
2017-02-08 21:00:00,468.947,468.947,BID,0.0,73.23
2017-02-08 22:00:00,418.667,418.667,BID,0.0,63.3
2017-02-08 23:00:00,455.14,455.14,BID,0.0,59.43999999999999
2017-02-09 00:00:00,404.7,404.7,BID,0.0,56.330000000000005
2017-02-09 01:00:00,351.471,351.471,BID,0.0,51.83
2017-02-09 02:00:00,324.13199999999995,324.13199999999995,BID,0.0,49.04
2017-02-09 03:00:00,304.356,304.356,BID,0.0,48.080000000000005
2017-02-09 04:00:00,309.10999999999996,309.10999999999996,BID,0.0,44.92000000000001
2017-02-09 05:00:00,308.206,308.206,BID,0.0,45.769999999999996
2017-02-09 06:00:00,350.662,350.662,BID,0.0,49.730000000000004
2017-02-09 07:00:00,352.057,352.057,BID,0.0,55.02
2017-02-09 08:00:00,473.387,473.387,BID,0.0,74.14
2017-02-09 09:00:00,521.644,521.644,BID,0.0,78.86999999999999
2017-02-09 10:00:00,573.577,573.577,BID,0.0,72.78999999999999
2017-02-09 11:00:00,568.874,568.874,BID,0.0,69.76999999999998
2017-02-09 12:00:00,564.942,564.942,BID,0.0,65.43
2017-02-09 13:00:00,504.718,504.718,BID,0.0,61.31
2017-02-09 14:00:00,491.957,491.957,BID,0.0,60.31
2017-02-09 15:00:00,494.457,494.457,BID,0.0,60.04
2017-02-09 16:00:00,495.457,495.457,BID,0.0,61.67
2017-02-09 17:00:00,484.658,484.658,BID,0.0,61.96999999999999
2017-02-09 18:00:00,526.992,526.992,BID,0.0,67.46
2017-02-09 19:00:00,575.384,575.384,BID,0.0,78.76
2017-02-09 20:00:00,520.432,520.432,BID,0.0,77.74
2017-02-09 21:00:00,468.947,468.947,BID,0.0,70.69000000000001
2017-02-09 22:00:00,418.667,418.667,BID,0.0,60.65
2017-02-09 23:00:00,455.14,455.14,BID,0.0,58.32
2017-02-10 00:00:00,404.7,404.7,BID,0.0,54.22
2017-02-10 01:00:00,357.613,357.613,BID,0.0,53.11
2017-02-10 02:00:00,325.634,325.634,BID,0.0,51.17
2017-02-10 03:00:00,308.17199999999997,308.17199999999997,BID,0.0,50.23
2017-02-10 04:00:00,303.546,303.546,BID,0.0,49.11000000000001
2017-02-10 05:00:00,312.339,312.339,BID,0.0,46.18
2017-02-10 06:00:00,347.296,347.296,BID,0.0,50.0
2017-02-10 07:00:00,347.759,347.759,BID,0.0,59.84
2017-02-10 08:00:00,467.458,467.458,BID,0.0,68.89
2017-02-10 09:00:00,490.817,490.817,BID,0.0,76.67
2017-02-10 10:00:00,519.069,519.069,BID,0.0,75.67
2017-02-10 11:00:00,515.5210000000001,515.5210000000001,BID,0.0,72.4
2017-02-10 12:00:00,501.703,501.703,BID,0.0,69.31
2017-02-10 13:00:00,447.262,447.262,BID,0.0,65.53
2017-02-10 14:00:00,424.292,424.292,BID,0.0,64.23
2017-02-10 15:00:00,429.492,429.492,BID,0.0,65.63
2017-02-10 16:00:00,426.801,426.801,BID,0.0,65.67
2017-02-10 17:00:00,424.814,424.814,BID,0.0,68.6
2017-02-10 18:00:00,477.36199999999997,477.36199999999997,BID,0.0,73.69
2017-02-10 19:00:00,538.138,538.138,BID,0.0,86.34
2017-02-10 20:00:00,492.909,492.909,BID,0.0,80.79999999999998
2017-02-10 21:00:00,441.22799999999995,441.22799999999995,BID,0.0,75.16000000000001
2017-02-10 22:00:00,382.37899999999996,382.37899999999996,BID,0.0,69.09
2017-02-10 23:00:00,429.75899999999996,429.75899999999996,BID,0.0,64.1
2017-02-11 00:00:00,382.312,382.312,BID,0.0,61.37
2017-02-11 01:00:00,335.22400000000005,335.22400000000005,BID,0.0,61.67999999999999
2017-02-11 02:00:00,305.147,305.147,BID,0.0,53.96
2017-02-11 03:00:00,281.736,281.736,BID,0.0,51.86
2017-02-11 04:00:00,283.618,283.618,BID,0.0,50.0
2017-02-11 05:00:00,276.449,276.449,BID,0.0,48.99
2017-02-11 06:00:00,292.975,292.975,BID,0.0,49.35
2017-02-11 07:00:00,233.414,233.414,BID,0.0,50.620000000000005
2017-02-11 08:00:00,284.79,284.79,BID,0.0,52.589999999999996
2017-02-11 09:00:00,258.255,258.255,BID,0.0,56.800000000000004
2017-02-11 10:00:00,284.56399999999996,284.56399999999996,BID,0.0,61.43
2017-02-11 11:00:00,282.109,282.109,BID,0.0,60.34
2017-02-11 12:00:00,263.96500000000003,263.96500000000003,BID,0.0,58.06999999999999
2017-02-11 13:00:00,223.211,223.211,BID,0.0,56.67
2017-02-11 14:00:00,190.11100000000002,190.11100000000002,BID,0.0,52.15
2017-02-11 15:00:00,175.61700000000002,175.61700000000002,BID,0.0,50.9
2017-02-11 16:00:00,169.996,169.996,BID,0.0,50.68999999999999
2017-02-11 17:00:00,179.52100000000002,179.52100000000002,BID,0.0,51.73
2017-02-11 18:00:00,249.821,249.821,BID,0.0,58.2
2017-02-11 19:00:00,343.407,343.407,BID,0.0,70.87
2017-02-11 20:00:00,343.852,343.852,BID,0.0,69.1
2017-02-11 21:00:00,302.231,302.231,BID,0.0,64.49
2017-02-11 22:00:00,260.326,260.326,BID,0.0,56.489999999999995
2017-02-11 23:00:00,329.59499999999997,329.59499999999997,BID,0.0,53.32
2017-02-12 00:00:00,303.363,303.363,BID,0.0,51.38
2017-02-12 01:00:00,262.71000000000004,262.71000000000004,BID,0.0,51.29999999999999
2017-02-12 02:00:00,233.765,233.765,BID,0.0,45.660000000000004
2017-02-12 03:00:00,213.341,213.341,BID,0.0,42.99
2017-02-12 04:00:00,204.731,204.731,BID,0.0,42.07000000000001
2017-02-12 05:00:00,203.536,203.536,BID,0.0,41.449999999999996
2017-02-12 06:00:00,211.621,211.621,BID,0.0,40.76
2017-02-12 07:00:00,189.18400000000003,189.18400000000003,BID,0.0,43.31999999999999
2017-02-12 08:00:00,210.25300000000001,210.25300000000001,BID,0.0,44.57
2017-02-12 09:00:00,156.054,156.054,BID,0.0,45.85
2017-02-12 10:00:00,194.969,194.969,BID,0.0,50.96
2017-02-12 11:00:00,224.54399999999998,224.54399999999998,BID,0.0,54.34
2017-02-12 12:00:00,242.77999999999997,242.77999999999997,BID,0.0,54.900000000000006
2017-02-12 13:00:00,238.284,238.284,BID,0.0,51.69
2017-02-12 14:00:00,209.197,209.197,BID,0.0,48.230000000000004
2017-02-12 15:00:00,197.85000000000002,197.85000000000002,BID,0.0,45.79999999999999
2017-02-12 16:00:00,194.039,194.039,BID,0.0,50.13
2017-02-12 17:00:00,200.904,200.904,BID,0.0,51.66
2017-02-12 18:00:00,215.92499999999998,215.92499999999998,BID,0.0,54.76
2017-02-12 19:00:00,306.327,306.327,BID,0.0,65.83000000000001
2017-02-12 20:00:00,315.294,315.294,BID,0.0,69.57
2017-02-12 21:00:00,296.426,296.426,BID,0.0,63.800000000000004
2017-02-12 22:00:00,265.443,265.443,BID,0.0,54.6
2017-02-12 23:00:00,331.776,331.776,BID,0.0,51.800000000000004
2017-02-13 00:00:00,287.593,287.593,BID,0.0,47.1
2017-02-13 01:00:00,249.579,249.579,BID,0.0,45.12
2017-02-13 02:00:00,225.78,225.78,BID,0.0,39.58
2017-02-13 03:00:00,216.06900000000002,216.06900000000002,BID,0.0,39.24
2017-02-13 04:00:00,214.303,214.303,BID,0.0,38.400000000000006
2017-02-13 05:00:00,231.219,231.219,BID,0.0,37.00000000000001
2017-02-13 06:00:00,272.189,272.189,BID,0.0,39.24999999999999
2017-02-13 07:00:00,297.564,297.564,BID,0.0,49.49999999999999
2017-02-13 08:00:00,420.78200000000004,420.78200000000004,BID,0.0,56.699999999999996
2017-02-13 09:00:00,474.52,474.52,BID,0.0,65.74
2017-02-13 10:00:00,513.5509999999999,513.5509999999999,BID,0.0,61.59000000000001
2017-02-13 11:00:00,514.97,514.97,BID,0.0,59.77
2017-02-13 12:00:00,501.808,501.808,BID,0.0,59.39999999999999
2017-02-13 13:00:00,456.791,456.791,BID,0.0,56.8
2017-02-13 14:00:00,442.24399999999997,442.24399999999997,BID,0.0,57.23
2017-02-13 15:00:00,447.404,447.404,BID,0.0,57.46000000000001
2017-02-13 16:00:00,445.728,445.728,BID,0.0,58.260000000000005
2017-02-13 17:00:00,437.28700000000003,437.28700000000003,BID,0.0,61.6
2017-02-13 18:00:00,477.768,477.768,BID,0.0,65.00000000000001
2017-02-13 19:00:00,539.8670000000001,539.8670000000001,BID,0.0,69.79999999999998
2017-02-13 20:00:00,496.885,496.885,BID,0.0,69.60999999999999
2017-02-13 21:00:00,447.464,447.464,BID,0.0,62.669999999999995
2017-02-13 22:00:00,389.539,389.539,BID,0.0,54.91
2017-02-13 23:00:00,429.609,429.609,BID,0.0,52.65
2017-02-14 00:00:00,376.595,376.595,BID,0.0,50.56999999999999
2017-02-14 01:00:00,333.578,333.578,BID,0.0,47.63
2017-02-14 02:00:00,301.006,301.006,BID,0.0,42.11000000000001
2017-02-14 03:00:00,286.64,286.64,BID,0.0,40.52000000000001
2017-02-14 04:00:00,284.203,284.203,BID,0.0,39.25
2017-02-14 05:00:00,289.588,289.588,BID,0.0,39.31
2017-02-14 06:00:00,332.21200000000005,332.21200000000005,BID,0.0,41.63
2017-02-14 07:00:00,334.401,334.401,BID,0.0,50.96999999999999
2017-02-14 08:00:00,454.507,454.507,BID,0.0,59.18000000000001
2017-02-14 09:00:00,503.48400000000004,503.48400000000004,BID,0.0,62.18999999999999
2017-02-14 10:00:00,550.936,550.936,BID,0.0,60.449999999999996
2017-02-14 11:00:00,557.4739999999999,557.4739999999999,BID,0.0,58.24
2017-02-14 12:00:00,548.933,548.933,BID,0.0,56.08
2017-02-14 13:00:00,497.79499999999996,497.79499999999996,BID,0.0,53.92000000000001
2017-02-14 14:00:00,479.973,479.973,BID,0.0,51.8
2017-02-14 15:00:00,489.65000000000003,489.65000000000003,BID,0.0,55.75999999999999
2017-02-14 16:00:00,482.79900000000004,482.79900000000004,BID,0.0,56.42999999999999
2017-02-14 17:00:00,474.3,474.3,BID,0.0,60.04
2017-02-14 18:00:00,510.55600000000004,510.55600000000004,BID,0.0,62.68999999999999
2017-02-14 19:00:00,571.5459999999999,571.5459999999999,BID,0.0,67.98000000000002
2017-02-14 20:00:00,522.566,522.566,BID,0.0,69.38
2017-02-14 21:00:00,466.849,466.849,BID,0.0,62.97
2017-02-14 22:00:00,411.61199999999997,411.61199999999997,BID,0.0,54.36
2017-02-14 23:00:00,450.30400000000003,450.30400000000003,BID,0.0,52.41
2017-02-15 00:00:00,395.365,395.365,BID,0.0,49.58
2017-02-15 01:00:00,361.139,361.139,BID,0.0,44.53
2017-02-15 02:00:00,328.23499999999996,328.23499999999996,BID,0.0,40.50000000000001
2017-02-15 03:00:00,312.727,312.727,BID,0.0,39.99000000000001
2017-02-15 04:00:00,306.759,306.759,BID,0.0,39.989999999999995
2017-02-15 05:00:00,315.80600000000004,315.80600000000004,BID,0.0,39.77
2017-02-15 06:00:00,353.676,353.676,BID,0.0,40.5
2017-02-15 07:00:00,354.746,354.746,BID,0.0,50.0
2017-02-15 08:00:00,482.009,482.009,BID,0.0,58.3
2017-02-15 09:00:00,524.702,524.702,BID,0.0,59.43999999999999
2017-02-15 10:00:00,569.9920000000001,569.9920000000001,BID,0.0,57.47999999999999
2017-02-15 11:00:00,571.465,571.465,BID,0.0,55.099999999999994
2017-02-15 12:00:00,563.615,563.615,BID,0.0,53.98
2017-02-15 13:00:00,506.99199999999996,506.99199999999996,BID,0.0,50.4
2017-02-15 14:00:00,485.918,485.918,BID,0.0,48.5
2017-02-15 15:00:00,481.64799999999997,481.64799999999997,BID,0.0,50.900000000000006
2017-02-15 16:00:00,474.816,474.816,BID,0.0,54.38
2017-02-15 17:00:00,464.294,464.294,BID,0.0,57.31
2017-02-15 18:00:00,501.444,501.444,BID,0.0,59.31
2017-02-15 19:00:00,574.4879999999999,574.4879999999999,BID,0.0,66.1
2017-02-15 20:00:00,532.105,532.105,BID,0.0,67.45
2017-02-15 21:00:00,473.33099999999996,473.33099999999996,BID,0.0,61.07000000000001
2017-02-15 22:00:00,423.61199999999997,423.61199999999997,BID,0.0,54.730000000000004
2017-02-15 23:00:00,454.46,454.46,BID,0.0,51.54
2017-02-16 00:00:00,407.76,407.76,BID,0.0,51.0
2017-02-16 01:00:00,362.677,362.677,BID,0.0,49.97999999999999
2017-02-16 02:00:00,325.73199999999997,325.73199999999997,BID,0.0,46.5
2017-02-16 03:00:00,315.247,315.247,BID,0.0,45.32
2017-02-16 04:00:00,311.64300000000003,311.64300000000003,BID,0.0,45.0
2017-02-16 05:00:00,313.99800000000005,313.99800000000005,BID,0.0,44.99999999999999
2017-02-16 06:00:00,354.448,354.448,BID,0.0,45.85
2017-02-16 07:00:00,357.46500000000003,357.46500000000003,BID,0.0,51.99999999999999
2017-02-16 08:00:00,482.61400000000003,482.61400000000003,BID,0.0,61.87
2017-02-16 09:00:00,513.917,513.917,BID,0.0,63.14999999999999
2017-02-16 10:00:00,541.202,541.202,BID,0.0,59.64000000000001
2017-02-16 11:00:00,528.386,528.386,BID,0.0,57.58
2017-02-16 12:00:00,512.181,512.181,BID,0.0,55.91
2017-02-16 13:00:00,466.66200000000003,466.66200000000003,BID,0.0,53.2
2017-02-16 14:00:00,451.114,451.114,BID,0.0,52.220000000000006
2017-02-16 15:00:00,452.808,452.808,BID,0.0,52.87
2017-02-16 16:00:00,452.4,452.4,BID,0.0,53.19
2017-02-16 17:00:00,449.95000000000005,449.95000000000005,BID,0.0,55.35999999999999
2017-02-16 18:00:00,490.94,490.94,BID,0.0,59.65
2017-02-16 19:00:00,578.169,578.169,BID,0.0,67.15
2017-02-16 20:00:00,531.349,531.349,BID,0.0,70.94
2017-02-16 21:00:00,479.939,479.939,BID,0.0,65.64
2017-02-16 22:00:00,420.98499999999996,420.98499999999996,BID,0.0,58.62
2017-02-16 23:00:00,459.192,459.192,BID,0.0,54.4
2017-02-17 00:00:00,405.13300000000004,405.13300000000004,BID,0.0,54.199999999999996
2017-02-17 01:00:00,363.124,363.124,BID,0.0,48.23
2017-02-17 02:00:00,321.772,321.772,BID,0.0,48.08
2017-02-17 03:00:00,313.873,313.873,BID,0.0,44.99999999999999
2017-02-17 04:00:00,292.807,292.807,BID,0.0,39.71
2017-02-17 05:00:00,319.495,319.495,BID,0.0,39.31999999999999
2017-02-17 06:00:00,337.78499999999997,337.78499999999997,BID,0.0,45.14000000000001
2017-02-17 07:00:00,340.921,340.921,BID,0.0,52.58
2017-02-17 08:00:00,469.90000000000003,469.90000000000003,BID,0.0,58.739999999999995
2017-02-17 09:00:00,508.398,508.398,BID,0.0,62.35000000000001
